z_id,z_lat_d,z_long_d,z_land,z_water,z_pop,z_households,z_comm,z_med_inc,z_house_unit,z_comm_miles,z_comm_miles_ph,z_carb_ton_ph,z_pov,z_per_comm
18427,41.404977,-75.406897,0.681,0.007,118,60,29,23958,55,596298.2420000001,20213.499728813564,8.394269723830195,0.0,100.0
18602,41.183232,-75.750771,1.937,0.099,257,115,64,90250,155,1397828.5585,21756.086513618677,9.03487574049202,8.1,86.1
19122,39.977746,-75.145899,1.269,0.0,21653,5906,5413,29815,7427,4.23262838225E7,7819.015161409504,3.247083539226461,27.2,38.8
19125,39.976249,-75.125105,1.376,0.191,22958,9187,5739,45720,10557,4.76978921285E7,8310.461212387838,3.4511714389948938,17.6,48.1
19348,39.87028,-75.712913,37.024,0.267,22232,8264,5558,84731,8388,8.8551301364E7,15932.224066930548,6.616339966486533,4.6,77.6
19967,38.53869,-75.122502,1.439,0.0,354,301,88,55729,268,2004346.1830000002,22647.979468926555,9.405261380390202,9.0,87.6
21678,39.313279,-76.1123,37.568,4.86,2301,725,575,66713,1144,1.2250348549999999E7,21295.695002172968,8.84368418150987,4.4,67.9
22821,38.475937,-79.129968,81.769,0.298,5753,2094,1438,55033,2314,1.8442924240500003E7,12823.169991656529,5.325210827843533,4.5,70.4
23436,36.8946,-76.505145,1.578,1.014,942,400,235,110909,382,2273532.9075,9654.067547770701,4.009144780235432,1.6,83.6
23442,37.904756,-75.575437,13.352,0.055,1059,588,264,33409,496,6348917.387999999,23980.80222096317,9.958756511107465,8.6,78.7
24217,37.084846,-82.178539,20.405,0.049,406,161,101,,224,2970422.12,29265.242561576357,12.153280871249025,20.3,84.2
24801,37.448883,-81.576989,54.92,0.081,3858,1533,964,29209,1940,2.3312252457999997E7,24170.29803836184,10.037450404996342,27.8,88.7
25832,37.715225,-81.11898,12.036,0.072,3994,1622,998,61332,1848,9318359.932,9332.358469704557,3.8755453140310476,3.3,86.7
26520,39.496998,-79.823625,2.081,0.0,778,338,194,62000,372,2799876.203,14395.25040102828,5.978064967941044,0.0,67.9
27891,36.097735,-77.742789,141.398,0.221,5227,1911,1306,41695,2299,3.0673916961000003E7,23473.4394191697,9.748058697110334,15.5,75.6
28119,34.851078,-80.016985,65.993,0.324,2801,1139,700,27656,1279,2.2294871583E7,31838.44567368797,13.221881621591825,26.1,70.3
28160,35.361024,-81.922321,5.601,0.0,3929,1533,982,29126,1866,2.4915489429E7,25365.731157037415,10.53389031741082,17.3,79.6
28610,35.730324,-81.135305,40.274,0.597,9913,3558,2478,42857,4154,6.652035216150001E7,26841.663335619894,11.146815984282899,12.4,89.2
28684,36.336123,-81.608522,52.804,0.238,2141,916,535,40000,1566,1.5283578375E7,28554.093180756656,11.857954490531984,6.0,83.5
29564,33.449386,-79.848408,65.402,0.348,985,317,246,23491,506,6802554.279500001,27624.58590659899,11.471948362240433,36.7,90.9
29910,32.217752,-80.890837,103.047,14.14,33954,13367,8488,61864,14606,1.22638466475E8,14447.60163456441,5.999805407774483,6.7,78.7
30079,33.792055,-84.257369,1.278,0.007,2960,1041,740,35313,1346,3350031.2180000003,4527.069213513514,1.8800029953502153,33.2,67.2
30230,33.16449,-84.920565,130.664,2.296,9103,3115,2275,39085,3957,7.308755379100001E7,32115.809641217184,13.337065433714821,17.3,82.0
30297,33.615841,-84.373002,10.974,0.06,27188,8087,6797,31465,10559,7.507452742500001E7,11045.244582168605,4.586873299146374,29.2,65.3
30824,33.512953,-82.514855,198.62,7.769,17201,6490,4300,35235,7390,6.932768955E7,16121.781187140281,6.695059318229705,23.5,82.4
32746,28.766592,-81.354882,22.068,1.499,40571,14855,10142,75966,17700,1.446390945675E8,14260.343059574572,5.922040596749498,6.5,82.5
33021,26.02313,-80.186539,8.711,0.102,45921,18312,11480,51418,22367,9.583287602E7,8347.62971363864,3.466606788089094,9.1,80.5
33467,26.596487,-80.175714,18.408,0.008,48808,19465,12202,66310,23263,2.3790227024699998E8,19496.989857974102,8.096717236813825,5.4,82.9
33837,28.191997,-81.58917,51.258,3.012,20234,7637,5058,50326,10886,8.836032736350001E7,17467.693459227048,7.253990269726673,13.5,82.9
34103,26.193911,-81.806496,3.44,0.912,12150,5905,3037,75926,10165,3.85298185065E7,12684.713911604938,5.267712735160425,2.7,78.9
34983,27.323951,-80.352498,14.978,0.238,38480,13718,9620,47481,15795,7.443100533950001E7,7737.110742151768,3.2130702413786345,10.2,82.6
35442,33.079677,-88.19097,235.602,4.185,4972,1882,1243,22202,2385,3.8154414518E7,30695.426,12.747207984205609,34.3,83.3
36758,32.638756,-86.889972,87.406,0.501,1412,682,353,46563,683,9033245.290000001,25589.930000000004,10.626995696728976,10.9,84.7
37810,36.184579,-83.115488,33.495,0.098,1928,776,482,32745,901,1.3998707223E7,29042.961043568463,12.060971719354812,18.6,83.7
39170,32.111889,-90.330006,99.461,0.516,9407,3696,2351,55833,3722,2.6873680319499996E7,11427.099104709258,4.745449988016411,5.8,86.1
39815,30.73885,-84.490698,51.33,0.183,1686,680,421,22917,745,5751215.9555,13644.640463819693,5.6663513926152165,35.6,87.6
41035,38.719224,-84.654354,106.469,1.426,10785,3674,2696,48372,4179,6.2581010091E7,23210.388536300416,9.6388188281356,13.5,75.6
42349,37.422583,-86.6766,61.662,0.376,1503,481,375,31198,638,8274103.927499999,22020.236666666664,9.144572114797509,13.7,82.7
43102,39.640398,-82.762562,59.381,0.078,4512,1664,1128,57571,1755,2.310078987E7,20479.42364361702,8.504702706580584,4.0,88.1
43466,41.295359,-83.514821,27.75,0.0,2192,891,548,52419,880,1.12850624025E7,20593.17956660584,8.55194330880496,4.3,87.6
43557,41.487386,-84.392466,44.209,0.115,3393,907,848,51125,1194,2.3659956162499998E7,27892.66862658414,11.583277854413707,4.1,88.1
43623,41.702945,-83.650062,6.725,0.012,20149,9242,5037,47642,9683,6.23639150035E7,12380.547918705643,5.141398567922293,10.5,88.2
43985,40.163934,-81.132747,0.413,0.003,128,50,32,54167,51,519634.081,16238.56503125,6.743557356669101,21.1,89.5
44685,40.955405,-81.424372,25.616,0.062,27556,10145,6889,72069,10723,1.302268329855E8,18903.59021418203,7.850290010908211,4.7,90.8
45153,38.864534,-84.187265,27.874,0.268,1665,629,416,52944,711,8595319.819,20649.41698258258,8.575297603935114,12.1,81.3
45770,38.982608,-81.798272,20.453,0.557,620,209,155,19750,294,3947830.9345,25469.876996774194,10.577140040669734,49.2,84.8
46234,39.813309,-86.326363,12.739,1.322,24810,9562,6202,67393,10036,6.9775593242E7,11249.591816525593,4.671734695021634,2.7,87.8
46933,40.479845,-85.582288,11.409,0.0,6414,2549,1603,42016,2793,3.663317784E7,22845.76104770814,9.487396188363658,9.4,84.5
46975,41.075328,-86.250342,216.196,1.772,14691,5751,3672,44638,6777,1.02258166272E8,27842.39773248928,11.562401338721134,11.6,80.4
47394,40.167974,-84.987308,120.886,0.184,8470,3396,2117,40437,3799,4.65955284155E7,22004.972097048405,9.138233038620056,15.9,81.4
48359,42.720743,-83.275522,10.769,0.298,8044,3212,2011,71642,3291,3.4370212233500004E7,17091.10503903531,7.0976004898087295,7.3,87.9
49010,42.533307,-85.874766,158.794,6.796,17374,6867,4343,50811,7760,8.7370999272E7,20115.344600437435,8.35350782542465,11.0,84.8
49340,43.61793,-85.110768,86.478,0.776,2912,1176,728,46048,1363,1.7323510568E7,23796.031,9.882024649392525,9.4,83.1
50039,41.814205,-93.996778,23.409,0.013,329,212,82,64722,159,1282631.319,15594.301750759878,6.476007460701077,2.8,95.2
50112,41.730093,-92.715438,183.49,0.168,11536,4406,2884,49093,4798,8.440635717300001E7,29267.114137656037,12.154058100063049,5.7,65.5
50131,41.69212,-93.715156,21.806,3.162,17499,7671,4374,96357,6729,2.9059419211000003E7,6642.532535802046,2.7585133946576073,3.7,86.3
50212,42.036562,-94.066162,135.778,0.219,3131,1357,782,54420,1407,1.7064796088000003E7,21801.08091727883,9.053561033264344,9.3,80.6
53045,43.058938,-88.152779,14.391,0.199,21686,8409,5421,93218,8994,2.9890785256E7,5513.379185834179,2.2895981693695497,1.6,88.3
53086,43.317652,-88.271254,21.479,0.218,8255,3227,2063,74606,3390,3.2760948823500007E7,15874.47550502726,6.592358122111088,4.5,89.1
53115,42.656603,-88.668293,71.164,3.613,15788,6198,3947,49882,8320,1.0311343192750001E8,26124.507709019512,10.84899532757273,8.3,82.7
53590,43.200235,-89.205195,66.765,0.311,36294,14574,9073,69836,14934,1.398772083315E8,15416.014584394114,6.401968299603295,5.2,84.7
56057,44.39079,-93.711668,86.811,2.352,3867,1512,966,55833,1577,2.9147747641E7,30150.243228342384,12.520804278984992,5.3,81.8
57738,43.6367,-103.123928,149.686,0.265,170,31,42,25625,92,829655.442,19521.30451764706,8.106814637772404,0.0,90.5
58266,48.000939,-97.849975,107.593,0.643,203,106,50,50714,116,1010427.225,19909.8960591133,8.26818907838037,0.0,57.1
58560,46.678439,-100.265129,94.938,8.177,161,99,40,54464,85,750243.5800000001,18639.592049689443,7.740656754466828,0.0,67.5
60433,41.499502,-88.043681,12.986,0.035,17160,5488,4290,45440,6163,6.90205809445E7,16088.713506876456,6.681326959607995,15.5,79.0
60452,41.608007,-87.75349,9.304,0.063,27969,10269,6992,68957,10663,7.746999633450001E7,11079.408821838466,4.601061037368153,4.9,83.2
60465,41.698023,-87.829143,4.748,0.003,17495,6896,4373,55666,7637,3.55823615485E7,8135.435621263218,3.3784867460825345,7.2,78.8
61047,42.153152,-89.395916,66.508,0.0,1711,741,427,55344,788,8041813.5649999995,18800.265493863237,7.807381282428159,8.9,84.7
61375,41.033889,-89.244454,47.948,0.354,1156,499,289,54975,773,5826619.9915,20161.31484948097,8.37259836763259,1.3,83.5
61910,39.675509,-88.299912,103.669,0.13,4463,1552,1115,50972,1617,2.3302003063E7,20884.60951198745,8.67296844546881,7.7,63.4
63775,37.711324,-89.877614,348.986,4.065,16710,6361,4177,50264,7559,1.0537455457200001E8,25224.30989156194,10.475160841416402,7.0,80.7
64029,39.005687,-94.212799,28.441,0.016,16574,6126,4143,67585,6276,5.72756940645E7,13823.02258103053,5.740429984935436,8.4,89.8
64066,39.135995,-94.125836,1.653,0.01,38,10,9,,18,150888.80800000002,15883.032421052634,6.5959116413969525,0.0,33.3
64866,36.869577,-94.156423,56.412,0.205,1484,533,371,43813,610,1.0046021148E7,27078.224118598384,11.245055034672143,14.4,62.5
65672,36.560354,-93.219488,55.416,2.684,9048,3581,2262,35650,4700,5.6951844300000004E7,25177.65,10.45578390420561,15.6,70.5
65803,37.28314,-93.289599,92.954,1.582,40902,17220,10225,35052,18732,5.691801465E7,5566.281810180431,2.311567590984743,20.1,82.0
66066,39.203002,-95.330593,77.607,1.814,2636,987,659,59446,1132,1.66114389305E7,25207.039348254933,10.46798872373559,6.9,84.9
67514,37.861953,-98.202381,86.859,0.084,765,329,191,40302,356,6062983.3835,31701.873900653598,13.165166044631242,11.2,78.9
68003,41.081263,-96.382497,124.028,3.284,4284,1762,1071,63372,2056,1.48589992245E7,13873.948855742297,5.761578667335599,6.2,82.4
68776,42.467422,-96.44705,20.744,0.994,15447,5115,3861,45956,5493,7707154.455,1995.7673218100601,0.8288029994825237,21.5,80.0
71034,32.181488,-93.311368,3.352,0.009,313,131,78,47188,144,1545393.018,19749.4315399361,8.201551312869727,8.6,80.3
71129,32.386201,-93.913016,45.17,0.278,13391,5292,3347,42337,6186,4.669253874949999E7,13947.438951385257,5.79209766172714,11.8,87.8
71646,33.235544,-91.787587,390.751,1.456,6756,2582,1689,36220,2836,4.94989512735E7,29306.661500000002,12.170481343481311,22.7,85.0
72429,35.49138,-90.925826,76.984,0.001,427,137,106,35313,223,1833526.573,17175.892955503514,7.132811247456063,2.1,87.9
72933,35.328499,-94.013245,114.063,0.607,4999,1820,1249,50673,2162,1.58862277175E7,12711.524478895779,5.278846637567608,12.1,78.1
73122,35.520484,-97.61344,3.313,0.035,13164,5235,3291,48223,5988,1.8681561618E7,5676.560807657247,2.3573642942827084,12.3,80.2
75477,33.529909,-95.738073,60.623,0.756,977,358,244,28500,486,7116939.54,29137.9305629478,12.100410696865287,19.4,85.3
75779,31.863226,-95.484612,0.86,0.004,122,49,30,38594,57,587615.205,19266.072295081965,8.000821704971656,25.0,100.0
76710,31.539723,-97.195009,9.511,1.985,22686,10524,5671,38343,11467,1.06993489997E8,18865.11328519792,7.834311297455792,13.2,82.5
77565,29.535935,-95.026393,3.8,0.705,5790,2914,1447,73772,2913,2.7618964832E7,19080.45929671848,7.923740269623232,2.4,83.5
78412,27.703573,-97.345045,8.798,2.229,36003,14771,9000,47389,15470,3.103749E7,3448.322639780018,1.4320207149404218,16.9,79.8
78560,26.242813,-98.494493,13.508,1.032,4368,1422,1092,33125,1376,1.6089662639000002E7,14734.123295787547,6.118792230358129,22.9,80.7
80549,40.864456,-105.048773,204.189,3.696,8642,3251,2160,75961,3201,4.44571271365E7,20577.240053922702,8.545323942019209,5.5,81.8
84093,40.594774,-111.828532,5.423,0.0,23130,7344,5782,93103,7602,6.93973109435E7,12001.264322265455,4.983889534204351,1.9,76.9
84339,41.626019,-111.946203,56.318,0.127,5046,1420,1261,63646,1507,2.7222604857E7,21579.552007134364,8.961564424645006,4.9,78.6
85635,31.571011,-110.170235,71.389,0.2,34727,14370,8681,53780,16298,3.9689957369E7,4571.654029314367,1.8985181943232143,10.7,85.5
92203,33.75396,-116.246488,17.509,0.0,25605,10230,6401,64538,11667,7.9924705779E7,12485.796645811364,5.1851062986600756,5.7,84.8
93239,36.04719,-119.990217,63.928,0.226,1688,394,422,36700,443,1.1599595173999999E7,27487.192355450235,11.414891516957303,25.1,72.5
93461,35.652911,-120.266428,354.251,0.999,1623,525,405,58306,569,9918092.7905,24443.851609365374,10.151051834225706,7.7,76.0
94116,37.745399,-122.486065,2.586,0.038,43698,15826,10924,87321,16283,2.33907514459E8,21411.27872753902,8.891683834188752,4.3,49.7
94541,37.673946,-122.08482,7.43,0.024,61635,20867,15408,61421,21989,1.7244395445650002E8,11191.30068672021,4.647527532844977,14.3,70.9
95979,39.30204,-122.511118,284.419,2.795,597,278,149,45833,428,4756472.5405,31869.16275041876,13.234637820699605,5.3,83.6
97080,45.478314,-122.390727,21.56,0.17,40888,14687,10222,64255,15415,1.2505777233700001E8,12234.178471629819,5.080614209223095,8.5,79.7
97227,45.543386,-122.6781,1.341,0.259,3847,1968,961,44412,1815,4329900.325,4502.105874707565,1.8696362106787914,9.7,39.4
97352,44.748649,-123.026554,43.659,0.743,5604,2149,1401,51928,2112,3.8364169083500005E7,27383.418332262674,11.371796201813945,14.0,71.8
97358,44.804038,-122.414007,71.208,0.436,2576,1004,644,61196,1229,1.32658512205E7,20599.147857919255,8.554421823052731,7.7,77.3
97827,45.575424,-117.83805,205.95,0.007,2628,1014,657,43833,1299,2.08756011105E7,31774.126500000002,13.195171131098133,9.1,77.3
4086,43.964977,-69.955624,32.201,3.394,8787,3778,2196,62404,4170,3.817497843000001E7,17377.93487196996,7.216715290055937,5.2,78.9
4459,45.588735,-68.339985,80.571,2.806,773,396,193,28750,517,6122632.605,31682.445562742563,13.157097837200617,11.7,75.3
4926,44.480122,-69.513908,0.108,0.0,52,18,13,,26,317096.904,24392.069538461536,10.129547756462976,0.0,100.0
6076,41.984442,-72.263453,85.608,1.715,12659,5095,3164,64561,5470,6.1399870915499985E7,19401.175737578003,8.05692751307737,8.0,84.1
6237,41.694527,-72.305414,21.567,0.613,5492,2063,1373,89986,2311,3.3805447991E7,24621.593584122358,10.224864587948385,1.3,88.3
7880,40.871452,-74.888891,0.22,0.003,192,43,48,,66,1354081.5405,28210.032093749996,11.715072673698891,0.0,100.0
8234,39.388393,-74.620728,60.582,2.859,42532,14376,10633,75225,15844,3.14436125446E8,29571.722509733845,12.28055597869181,7.6,86.0
10020,40.758236,-73.978833,0.028,0.0,0,0,0,,0,0.0,,,,
10475,40.875259,-73.823817,1.723,0.097,40931,18271,10232,44923,18911,1.1050633053649999E8,10799.279815934133,4.484728959075078,7.9,31.2
10709,40.954635,-73.808184,1.363,0.087,9292,3621,2323,95625,3781,2.9837771211000003E7,12844.499014636247,5.334068352480016,1.6,71.2
10915,41.545359,-74.359321,0.144,0.0,119,39,29,,47,492930.97400000005,16569.1083697479,6.8808255178481135,,0.0
11371,40.773836,-73.873399,1.005,0.0,0,0,0,,0,0.0,,,,
11798,40.752599,-73.378743,4.767,0.003,15347,3970,3836,70343,4168,7.009809917249998E7,18270.176366065025,7.587245671271958,11.7,75.8
12423,42.379218,-74.109746,12.716,0.0,1097,466,274,40750,722,6016198.578,21936.913684594347,9.109969715653738,15.0,77.0
12589,41.623791,-74.158771,57.35,1.287,17228,4804,4307,81609,5192,5.90280773895E7,13705.14915010448,5.691479462475633,6.5,81.0
13319,43.026436,-75.266925,0.886,0.0,1079,322,269,40833,461,6231097.943,23099.528982391104,9.592781031145316,9.8,79.2
14072,43.017901,-78.962657,28.273,0.078,20374,7862,5093,78597,8273,3.3287303049E7,6535.251408461765,2.713961647990641,5.3,88.3
15033,40.179104,-79.864709,2.229,0.149,4910,1934,1227,34858,2771,2.23769541575E7,18229.697887983704,7.570435753762206,21.5,80.0
16699,40.447211,-78.560505,0.064,0.0,1469,0,367,,0,6605023.864,17985.08880599047,7.4688544027494075,,
17086,40.690624,-77.122007,38.19,0.042,2499,853,624,46217,1014,1.6203923419E7,25936.6521312525,10.770982593011261,5.9,79.8
17403,39.923228,-76.712794,20.447,0.447,39042,14514,9760,48504,15987,2.357167573715E8,24150.06991153117,10.029050060924185,14.8,80.2
17972,40.592057,-76.205601,40.952,0.027,11627,4375,2906,52025,5050,6.9197645401E7,23805.84687400017,9.886100989216802,9.0,83.6
18015,40.585869,-75.367239,21.237,0.328,32832,10966,8208,45779,11814,1.997446793755E8,24335.365420991715,10.105999649362309,16.8,73.3
18074,40.316737,-75.515686,18.887,0.12,5775,2224,1443,83355,2287,2.8233991158499997E7,19556.01119203463,8.121227638486532,1.2,85.9
18222,41.03619,-76.000073,37.549,0.251,9020,3495,2255,74970,3760,2.6134384461499996E7,11589.52747738359,4.8129033033414945,6.5,86.7
20373,38.858625,-77.007865,0.362,0.001,131,0,32,,0,295601.50249999994,9026.000076335877,3.7483206859063998,,3.5
23062,37.257069,-76.501938,1.442,2.012,2340,1011,585,49092,1150,1.00794910645E7,17229.899255555556,7.155239003930946,0.0,80.2
23502,36.860941,-76.204908,10.108,0.859,20678,7667,5169,47011,8440,3.05370080925E7,5907.149258632363,2.453123152404945,11.9,80.5
24221,36.625334,-82.999148,50.958,0.013,938,283,234,43291,552,6232525.804,26577.935198294243,11.037294864824345,3.8,83.0
24557,36.969859,-79.306424,164.302,1.61,7977,3412,1994,33886,4286,5.5807857508E7,27984.383857590572,11.621365389832125,11.8,80.0
25028,37.947147,-81.725572,3.201,0.024,381,155,95,36078,167,2236336.6655,23478.60016272966,9.750201852625166,13.0,100.0
26810,38.993302,-78.755302,32.256,0.167,329,125,82,75568,414,2115567.2775,25721.18270516717,10.68150236919723,5.6,73.4
27574,36.478358,-78.864865,187.627,5.396,14373,5667,3593,43242,6374,8.093245522999999E7,22523.46906839212,9.353554654710319,13.4,87.1
28318,35.019873,-78.613574,79.657,0.038,4627,1833,1156,51220,2085,1.7517174809E7,15143.440509185217,6.288773635753694,16.5,83.7
28629,36.346063,-81.365327,2.381,0.004,75,7,18,,51,580037.5800000001,30935.337600000003,12.84683856314019,,100.0
28654,36.058164,-81.159284,62.837,0.016,3495,1486,873,38229,1704,2.3857278713E7,27304.46776881259,11.339009582310165,15.6,95.0
30458,32.399676,-81.828266,145.942,4.933,41139,15827,10284,27292,17038,2.98018087527E8,28976.697297163275,12.033453685976172,25.4,78.0
30740,34.75715,-85.072119,50.847,0.088,8600,3039,2150,47781,3468,3.3520849203500003E7,15591.0926527907,6.4746747852967745,13.4,88.5
31648,30.706502,-83.019027,4.616,0.0,1040,415,260,24531,388,3126280.0399999996,12024.153999999999,4.993395168130841,36.2,68.6
32321,30.26544,-84.979665,406.656,6.202,6460,1664,1615,38109,2403,4.6787858957499996E7,28970.810499999996,12.031009014649534,17.6,72.0
32951,27.947337,-80.504706,8.125,21.448,10673,5154,2668,60237,6827,4.9826154819E7,18673.72053555701,7.7548296448362235,6.8,75.0
33635,28.027318,-82.619402,5.685,0.491,15741,6565,3935,55451,7208,2.8550033813E7,7254.947922749508,3.012837485489481,7.6,81.6
35160,33.357919,-86.052523,340.002,6.561,26822,9808,6705,33348,12013,1.75526749174E8,26176.53406517038,10.87060085220417,21.0,83.7
35204,33.522114,-86.839847,4.863,0.0,10337,4657,2584,19165,6002,1.9994525786E7,7737.07102099255,3.213053745960785,36.1,68.2
35972,33.993999,-86.24687,24.379,0.142,1139,413,284,60057,501,7515820.4085,26394.45270763828,10.961098187513151,1.8,82.5
37342,35.391968,-85.948,77.117,0.058,3593,1231,898,44148,1489,2.0386492086E7,22695.788573337042,9.425115563142352,10.0,84.6
37826,35.558276,-84.589664,54.955,0.0,4361,1793,1090,35768,1935,2.6797054262000002E7,24578.81610823206,10.207099941769082,10.6,91.3
37914,35.983165,-83.795797,39.834,1.304,19663,8139,4915,33933,9659,5.70597134275E7,11607.529558561766,4.820379214342918,23.2,78.7
38006,35.693693,-89.089516,100.978,0.1,5207,1832,1301,42824,2238,1.3545211884999998E7,10405.386506625695,4.321152798335634,10.5,85.8
38060,35.209347,-89.505468,44.101,0.084,9496,3939,2374,64636,3734,4.11463794135E7,17332.089053706826,7.197676421509,4.4,89.4
38117,35.115181,-89.905344,9.345,0.0,26125,11587,6531,68097,12403,8081854.5255,1237.4131330909092,0.5138733884943417,6.0,88.4
38632,34.795717,-90.015431,169.718,11.598,24377,9396,6094,61041,9533,9.0682361165E7,14879.987064035773,6.179366590564763,5.4,86.7
38666,34.4277,-89.917826,136.131,9.358,6915,2322,1728,31238,3050,4.7748747456E7,27620.388983947938,11.470205462632961,21.2,86.0
40243,38.241801,-85.536121,4.012,0.01,10210,4462,2552,61836,4912,1.6682928764499998E7,6535.917243682663,2.7142381562900857,4.8,81.3
41046,38.717378,-84.803336,16.916,0.188,1414,430,353,32381,573,8857170.643,25055.64538330976,10.405117781377283,15.1,83.5
43223,39.927633,-83.033424,10.067,0.824,27366,8524,6841,29167,11046,4.5491194039E7,6649.301182343053,2.7613242807234917,30.8,84.0
44030,41.896637,-80.585178,59.205,3.598,16652,6132,4163,36738,7348,6.838509935849999E7,16426.8795,6.8217606596495335,14.7,83.0
45132,39.343919,-83.600257,0.184,0.0,262,92,65,38125,108,1896698.902,28957.23514503817,12.025371436166086,29.9,91.0
45148,39.290218,-83.887266,23.138,0.115,1588,516,397,55208,599,8788215.6085,22136.56324559194,9.19288025998017,11.1,77.9
45206,39.127337,-84.484393,2.015,0.0,10745,5934,2686,27081,7467,2.6886740946E7,10009.024084132154,4.156551263349648,27.4,72.4
45310,40.352937,-84.642673,0.174,0.002,244,100,61,52500,104,1562554.062,25615.640360655736,10.637672704913438,0.0,71.1
45344,39.952394,-84.009766,66.039,0.232,16955,6108,4238,45425,6880,1.153024382075E8,27201.99073016809,11.296452879392705,9.8,84.8
45409,39.721305,-84.18797,3.463,0.04,12868,3078,3217,47782,3488,5.1671146807000004E7,16061.904509480884,6.670193709147507,5.7,52.1
45716,39.462855,-82.181731,0.388,0.0,469,168,117,54167,227,3339803.369,28484.463701492536,11.829038734353468,3.8,88.0
46186,39.894213,-85.644782,28.317,0.049,1753,633,438,60795,700,7483934.127000001,17076.860529378213,7.09168502451328,12.2,81.1
47150,38.283506,-85.847601,43.893,0.481,47472,19346,11868,45343,21577,1.034465908195E8,8716.429964568588,3.619762294164535,16.6,83.5
47270,38.839337,-85.722862,18.579,0.058,807,228,201,63800,324,5421065.9350000005,26870.215291201985,11.158673051070657,3.5,87.4
47360,40.011265,-85.258203,34.398,0.643,1546,527,386,44844,649,1.0681336279499998E7,27636.057644243203,11.476712349737822,15.2,73.0
47597,38.654389,-87.2988,44.321,0.479,1023,394,255,44500,458,7321324.7625,28626.880791788855,11.888181756851758,1.7,85.8
47950,40.802441,-86.654857,37.703,0.0,912,291,228,56635,382,4658602.229,20432.465916666668,8.48520208417835,4.0,85.4
48210,42.336212,-83.128331,5.042,0.0,31017,9270,7754,25482,12306,9.491848817500001E7,12240.83414579102,5.08337818007686,43.6,59.2
48429,42.905895,-84.003812,54.259,0.655,8944,3330,2236,42004,4283,3.583733219849999E7,16027.42942687835,6.655876883956445,13.4,83.6
48475,43.673156,-82.947987,107.66,0.046,2766,976,691,44444,1254,1.73627628735E7,25108.840019522777,10.42720846978967,5.9,77.7
48529,42.970338,-83.65859,4.939,0.014,10271,3693,2567,29422,4588,7.036146734949999E7,27401.992931360135,11.379509868270913,32.5,85.1
48894,42.921483,-84.785801,28.788,0.037,2059,652,514,64250,724,1.22727536125E7,23842.163404565323,9.901182531606171,2.6,71.6
49459,43.741385,-86.112182,69.53,7.653,1351,443,337,40156,933,9956964.761500001,29480.280566987418,12.24258193452417,17.0,67.1
50669,42.343457,-92.602549,92.564,0.004,2436,1080,609,56200,1128,6533903.449499999,10728.905499999999,4.455503886845794,1.8,75.7
51240,43.309361,-96.458419,101.493,0.114,1746,697,436,53456,696,7730640.572000001,17710.516774341355,7.354830026802413,6.6,73.1
53080,43.405793,-87.98633,28.697,0.586,5715,2283,1428,61696,2378,2.8601949310999997E7,20018.862159930006,8.313440561462523,5.5,83.2
53209,43.12778,-87.949473,10.891,0.07,46917,18254,11729,31776,20706,1.5668424443400002E8,13358.419714303986,5.547489532757923,24.9,75.4
53210,43.06884,-87.973764,2.545,0.0,28126,9678,7031,32670,11403,8.97758769625E7,12767.670761928466,5.302163086974687,26.6,70.7
53403,42.684188,-87.815533,9.535,3.752,27432,10527,6858,42840,11875,1.3346836041999999E8,19461.70318168562,8.082063372693465,14.0,78.3
54307,44.470363,-88.036686,0.073,0.0,1092,0,273,,0,3876910.3734999998,14201.136899267398,5.89745344036399,,
54748,45.075083,-91.26302,41.07,1.799,1217,594,304,39091,546,3394570.7040000004,11157.17569104355,4.633356091883367,6.9,76.1
54941,43.844703,-88.992882,32.414,12.527,2613,1140,653,51929,1937,1.3512582166E7,20685.16213700727,8.590141865027274,2.3,77.8
54965,44.167973,-89.043887,57.998,0.13,1344,561,336,52625,703,7296424.834000001,21715.550101190478,9.018041763985037,3.9,85.8
55105,44.93718,-93.168279,3.599,0.19,28455,11113,7113,74264,11495,3.9979420268999994E7,5620.020420875065,2.3338841813232105,1.5,66.5
55353,45.329096,-94.324626,84.392,3.627,3162,1281,790,55679,1394,2.4447411348E7,30926.516569259962,12.843175362196884,4.5,80.8
57025,42.728403,-96.697716,132.544,2.234,2795,1110,698,51111,1221,1.7019683695E7,24357.329080500895,10.115120726093995,3.5,79.6
58566,46.583219,-100.925343,81.896,0.0,180,52,45,66591,75,532153.17,11825.626,4.910950386074767,0.0,71.2
59014,45.193946,-108.759696,412.917,0.892,1446,663,361,55893,736,1.01911911865E7,28191.400239280774,11.707335230209733,5.7,56.8
60921,40.731456,-88.297018,71.568,0.064,1519,550,379,31023,716,9093000.025500001,23944.700527978937,9.943764186549013,18.6,73.0
61550,40.610249,-89.441854,40.899,0.055,17721,7189,4430,72321,7566,3.96412958125E7,8947.86881383669,3.715874306007789,3.8,90.2
61734,40.375995,-89.512608,82.824,0.02,2867,1110,716,54716,1214,1.44438991505E7,20151.934636205093,8.368702949156761,8.1,79.2
61913,39.827555,-88.46609,41.696,0.0,1684,653,421,52227,768,5885789.52,13980.497672209025,5.805826299669235,2.4,85.8
61953,39.803409,-88.291339,120.625,0.223,6216,2501,1554,51368,2796,2.5702034887000002E7,16539.27598906049,6.868436715643954,7.3,82.5
