zid,z_id,z_pop,z_house_unit,z_land,z_water,z_lat_d,z_long_d,z_lat_r,z_long_r
z59923,59923,9856,5285,1369.297,6.891,48.226144,-115.392222,0.8417049983409082,-2.0139742050922362
z59925,59925,1435,1011,377.931,8.585,48.048355,-114.833941,0.83860199491708,-2.0042303634909095
z59926,59926,513,270,9.648,0.122,48.352716,-113.997993,0.8439140964817424,-1.989640318515448
z59927,59927,368,217,237.55,2.481,48.592348,-114.711833,0.8480964638748815,-2.002099176847884
z59928,59928,88,508,599.97,6.232,48.778144,-114.45834,0.8513392158119168,-1.9976748893671266
z59929,59929,237,263,60.527,2.488,47.927434,-114.369341,0.8364915253322759,-1.9961215637861442
z59930,59930,867,704,82.868,18.228,48.866733,-115.133187,0.8528853855429662,-2.0094531914643325
z59931,59931,328,436,10.246,20.074,47.914632,-114.174975,0.8362680882814356,-1.992729237132213
z59932,59932,1648,974,26.103,11.059,48.057999,-114.192423,0.8387703144701425,-1.9930337621801006
z59933,59933,43,37,7.995,0.223,48.682382,-114.772578,0.849667853613622,-2.0031593771020084
z59934,59934,528,344,188.954,1.29,48.600295,-114.8983,0.8482351651905375,-2.0053536399442007
z59935,59935,3576,2330,899.498,5.354,48.650377,-115.832885,0.8491092609865213,-2.021665225333952
z59936,59936,367,632,918.891,25.899,48.626399,-113.807633,0.8486907659384781,-1.9863179097513515
z59937,59937,12588,7873,300.735,9.068,48.406092,-114.532766,0.8448456834232869,-1.9989738681162157
z60002,60002,24299,10548,32.609,4.795,42.471077,-88.083818,0.7412601305180357,-1.5373526418274466
z60004,60004,50582,21177,11.082,0.026,42.11278,-87.979542,0.7350066681680176,-1.5355326822966369
z60005,60005,29308,13484,6.556,0.04,42.06449,-87.985462,0.7341638486722295,-1.535636005788355
z60007,60007,33820,14168,14.077,0.365,42.00865,-87.99736,0.7331892568179159,-1.5358436650627574
z60008,60008,22717,8905,5.17,0.005,42.069786,-88.016221,0.7342562813094151,-1.536172851612976
z60010,60010,44095,17154,73.783,2.646,42.146794,-88.165268,0.735600324459791,-1.538774212503196
z60012,60012,11120,3933,17.218,0.009,42.272492,-88.314084,0.7377941684229627,-1.5413715416828437
z60013,60013,26872,9409,14.582,0.824,42.223188,-88.235532,0.7369336512885595,-1.5400005506488175
z60014,60014,48550,17894,25.304,1.122,42.232414,-88.327449,0.7370946753653485,-1.541604804937373
z60015,60015,26800,9928,13.528,0.189,42.173809,-87.878173,0.7360718251572173,-1.533763459487183
z60016,60016,59690,25330,10.625,0.097,42.04958,-87.895,0.7339036200807572,-1.534057146040416
z60018,60018,30099,10954,16.35,0.253,41.979388,-87.911763,0.7326785385721973,-1.5343497155829275
z60020,60020,9825,5389,4.568,1.275,42.389054,-88.173346,0.7398285591056725,-1.538915200200172
z60021,60021,5545,2162,2.191,0.14,42.194697,-88.217108,0.7364363895313738,-1.5396789911874298
z60022,60022,8153,2993,3.928,1.446,42.135423,-87.761882,0.7354018630705468,-1.531733798646746
z60025,60025,39105,15684,11.506,0.101,42.075201,-87.821026,0.7343507908884107,-1.5327660561795458
z60026,60026,13335,5359,4.074,0.0,42.092234,-87.837445,0.7346480728199027,-1.5330526217894307
z60029,60029,482,157,0.836,0.0,42.059253,-87.778339,0.7340724457793025,-1.532021027481747
z60030,60030,36056,14489,25.633,1.282,42.337078,-88.044326,0.7389214067736558,-1.536663376399249
z60031,60031,37947,14559,18.861,0.341,42.373574,-87.939353,0.7395583821374636,-1.534831251923553
z60033,60033,13922,5223,121.329,0.142,42.424786,-88.608011,0.7404522001539949,-1.5465015355933533
z60034,60034,2040,840,25.977,0.0,42.456318,-88.419695,0.7410025373737339,-1.5432148013591676
z60035,60035,29763,12256,12.683,2.662,42.185968,-87.805939,0.7362840397409672,-1.5325027383552972
z60040,60040,5431,1950,0.704,0.0,42.206369,-87.813102,0.7366401043616666,-1.5326277562896176
z60041,60041,9250,3823,9.609,1.524,42.364552,-88.15112,0.7394009185323488,-1.5385272833206238
z60042,60042,8547,3309,4.577,0.527,42.278206,-88.196627,0.7378938965364217,-1.539321530303329
z60043,60043,2513,855,0.614,0.0,42.088859,-87.714588,0.7345891679576481,-1.530908362630308
z60044,60044,9792,4211,7.565,1.468,42.284408,-87.862297,0.7380021418566304,-1.533486371015136
z60045,60045,20925,8004,21.155,1.631,42.235997,-87.864777,0.7371572105124474,-1.5335296551805857
z60046,60046,35111,12946,22.901,3.101,42.416323,-88.059119,0.7403044929393987,-1.5369215629554964
z60047,60047,41669,14157,34.793,1.376,42.203134,-88.044208,0.7365836429603645,-1.5366613169107317
z60048,60048,29095,11069,27.528,0.697,42.295408,-87.950611,0.7381941280743498,-1.5350277410907425
z60050,60050,31620,12682,27.984,0.897,42.331147,-88.29518,0.7388178912957201,-1.541041604641047
z60051,60051,25192,10202,31.98,1.567,42.355462,-88.228663,0.7392422681033426,-1.5398806639824976
z60053,60053,23260,9030,5.025,0.0,42.042336,-87.788949,0.7337771884297427,-1.5322062069153835
z60056,60056,55219,22216,10.753,0.0,42.067166,-87.934719,0.7342105536830129,-1.5347503733660155
z60060,60060,37189,13194,23.561,1.323,42.270156,-88.039275,0.7377533975316362,-1.5365752198187308
z60061,60061,25748,10179,7.969,0.195,42.234909,-87.959135,0.7371382213301858,-1.5351765129561825
z60062,60062,39936,16649,18.531,0.119,42.126511,-87.846704,0.735246319327609,-1.5332142218248728
z60064,60064,15407,5413,5.177,0.674,42.324027,-87.856704,0.7386936238529781,-1.533388754750072
z60067,60067,38585,16577,13.724,0.062,42.106323,-88.064362,0.7348939722582164,-1.5370130705681786
z60068,60068,37475,15026,7.094,0.03,42.011762,-87.843434,0.7332435714642379,-1.5331571495583327
z60069,60069,8384,3830,6.776,0.161,42.196156,-87.923934,0.7364618538851605,-1.534562139606188
z60070,60070,16001,6382,3.602,0.029,42.103663,-87.928972,0.7348475465001132,-1.5346500692939036
z60071,60071,3598,1666,25.964,0.159,42.468058,-88.31593,0.741207439027918,-1.5414037604608355
z60072,60072,928,333,7.966,0.0,42.406697,-88.305871,0.7401364875456018,-1.5412281977913773
z60073,60073,60002,19344,20.502,0.942,42.348824,-88.109581,0.7391264131475951,-1.5378022910026379
z60074,60074,38985,15444,7.138,0.125,42.131462,-88.026329,0.7353327305788752,-1.5363492694937675
z60076,60076,33415,11959,5.354,0.0,42.035259,-87.729928,0.7336536714785791,-1.531176096137564
z60077,60077,26825,11332,4.026,0.0,42.034751,-87.757186,0.733644805205979,-1.5316518379850725
z60081,60081,10079,3712,17.667,0.312,42.451014,-88.225409,0.7409099651102081,-1.5398238709686378
z60083,60083,9838,3671,26.434,0.405,42.436403,-87.941889,0.7406549550531992,-1.5348755134733836
z60084,60084,16771,6639,14.611,0.977,42.269669,-88.140911,0.737744897778179,-1.5383491026572877
z60085,60085,71714,24362,14.97,0.943,42.352097,-87.867656,0.7391835377740129,-1.5335799032097506
z60087,60087,26978,9878,13.303,0.879,42.403085,-87.850836,0.7400734462530196,-1.5332863388295652
z60088,60088,15761,1430,2.325,1.024,42.309632,-87.844061,0.7384423837071534,-1.5331680927727425
z60089,60089,41533,17047,9.752,0.036,42.167465,-87.960653,0.7359611014694707,-1.5352030070542277
z60090,60090,37633,15392,9.391,0.06,42.129419,-87.921102,0.7352970735022569,-1.5345127118817716
z60091,60091,27020,10268,5.35,1.349,42.078067,-87.720581,0.7344008120247727,-1.5310129602123799
z60093,60093,19570,7536,8.512,1.552,42.106708,-87.756292,0.7349006917758365,-1.5316362347415597
z60096,60096,6897,2755,4.8,0.816,42.479722,-87.824805,0.7414110142318707,-1.5328320121719785
z60097,60097,11250,4534,14.746,1.189,42.396954,-88.371039,0.73996644011658,-1.5423655939583172
z60098,60098,32228,12646,105.273,0.076,42.326227,-88.456071,0.738732021096522,-1.543849682327873
z60099,60099,31104,11609,22.713,1.14,42.459907,-87.864977,0.741065177240588,-1.5335331458390897
z60101,60101,39119,13341,11.532,0.33,41.93106,-88.01305,0.7318350558512935,-1.5361175072223954
z60102,60102,32193,11653,14.495,0.363,42.164741,-88.308625,0.7359135587006463,-1.5412762641589777
z60103,60103,41928,14772,19.182,0.353,41.980446,-88.203407,0.7326970041556834,-1.539439863626614
z60104,60104,19038,6612,2.354,0.0,41.882845,-87.87643,0.7309935453524445,-1.5337330383983205
z60106,60106,20309,7444,8.97,0.101,41.959701,-87.941835,0.7323349356023573,-1.5348745709955873
z60107,60107,39927,13659,7.971,0.034,42.020586,-88.177771,0.733397579317434,-1.538992431019573
z60108,60108,22735,9369,7.193,0.349,41.950022,-88.091865,0.7321660051840566,-1.5374930884723546
z60109,60109,560,231,2.875,0.0,42.049789,-88.54591,0.7339072678188938,-1.5454176686745722
z60110,60110,38557,11822,8.927,0.213,42.114687,-88.291866,0.7350399515968532,-1.5409837644296356
z60111,60111,258,117,20.397,0.075,42.009497,-88.805358,0.7332040397566804,-1.5499458905122865
z60112,60112,4560,1651,3.702,0.002,41.924797,-88.690186,0.7317257458802411,-1.5479357599061794
z60113,60113,337,134,0.158,0.0,41.932247,-88.965872,0.7318557729095146,-1.5527473883078327
z60115,60115,46272,17761,80.761,0.341,41.901264,-88.759253,0.7313150175473693,-1.5491412064606545
z60118,60118,15851,6461,20.195,0.633,42.106199,-88.304394,0.7348918080499437,-1.5412024192783258
z60119,60119,10371,3772,50.457,0.005,41.851532,-88.47645,0.7304470304037674,-1.544205362976137
z60120,60120,50955,16718,16.587,0.335,42.034492,-88.238396,0.7336402848032163,-1.5400505368785944
z60123,60123,47405,17495,13.771,0.263,42.040644,-88.311296,0.733747657458799,-1.5413228819032982
z60124,60124,18935,6987,38.251,0.067,42.020169,-88.400686,0.7333903012944532,-1.542883031721656
z60126,60126,46371,17417,11.136,0.114,41.896843,-87.94124,0.7312378565411385,-1.534864186286538
z60129,60129,242,99,17.102,0.0,42.008121,-88.974996,0.7331800240261729,-1.5529066321487848
z60130,60130,14167,7834,2.768,0.0,41.86644,-87.817389,0.7307072240886547,-1.5327025785546509
z60131,60131,18097,6479,5.548,0.0,41.938755,-87.884263,0.7319693589372345,-1.5338697500386294
z60133,60133,38103,11529,8.117,0.301,41.977726,-88.14259,0.7326495312000292,-1.5383784067354285
z60134,60134,28565,10459,15.395,0.243,41.878343,-88.342066,0.7309149706295197,-1.541859919714137
z60135,60135,7248,2741,46.367,0.228,42.112495,-88.670862,0.7350016939796495,-1.5475984924815243
z60136,60136,7013,2335,6.86,0.004,42.105485,-88.380573,0.7348793463990846,-1.5425319936492023
z60137,60137,37805,14837,10.815,0.228,41.865213,-88.061479,0.7306858088987328,-1.5369627527258436
z60139,60139,34381,11947,5.55,0.14,41.918877,-88.078095,0.7316224223885232,-1.537252756634355
z60140,60140,14341,5166,82.108,0.027,42.080051,-88.515442,0.7344354393571323,-1.5448859017580745
z60141,60141,224,84,0.414,0.0,41.857831,-87.837993,0.7305569686933505,-1.5330621861937315
z60142,60142,26447,11286,40.148,0.046,42.173997,-88.444664,0.736075106376211,-1.543650592620098
z60143,60143,10360,4227,6.885,0.272,41.97417,-88.022774,0.7325874672918283,-1.5362872230388591
z60144,60144,58,27,0.041,0.0,41.835957,-88.520644,0.7301751953727693,-1.5449766937857634
z60145,60145,2627,957,35.845,0.246,42.084558,-88.773824,0.7345141013465198,-1.5493955183859627
z60146,60146,2713,1029,53.774,0.417,42.100452,-88.874353,0.7347915039778317,-1.5511500804296998
z60148,60148,51468,21662,13.551,0.267,41.873571,-88.020766,0.7308316835176145,-1.536252176827479
z60150,60150,1794,709,53.504,0.068,41.925825,-88.894473,0.7317436878649517,-1.5515012406752013
z60151,60151,4061,1577,81.532,0.106,41.918475,-88.574468,0.73161540616493,-1.5459160998023567
z60152,60152,12533,4918,94.443,0.117,42.237792,-88.625522,0.7371885391725207,-1.54680716019867
z60153,60153,24106,8400,2.997,0.0,41.879283,-87.843251,0.7309313767244884,-1.5331539556058011
z60154,60154,16773,7246,4.821,0.0,41.847471,-87.891643,0.7303761525828439,-1.5339985553374265
z60155,60155,7927,3321,1.865,0.0,41.857696,-87.856225,0.7305546124988603,-1.533380394622955
z60156,60156,28987,9894,11.312,0.229,42.203618,-88.320768,0.7365920903539442,-1.5414881994900471
z60157,60157,2380,881,1.484,0.037,41.9753,-88.056122,0.7326071895123758,-1.5368692554378143
z60160,60160,25432,8534,4.447,0.0,41.904144,-87.860665,0.7313652830298267,-1.5334578872417437
z60162,60162,8111,3114,3.2,0.0,41.867533,-87.902188,0.7307263005373791,-1.5341826003070491
z60163,60163,5209,1919,1.608,0.0,41.88883,-87.909048,0.7310980033081763,-1.534302329893736
z60164,60164,22048,7332,4.74,0.0,41.917512,-87.900698,0.7315985986442334,-1.5341565949011948
z60165,60165,4946,1285,0.34,0.0,41.903215,-87.880713,0.7313490689210758,-1.5338077908501835
z60169,60169,33847,12805,7.683,0.087,42.05087,-88.116615,0.733926134828108,-1.537925057462223
z60171,60171,10246,4434,2.258,0.0,41.925046,-87.838372,0.7317300917500786,-1.5330688009915967
z60172,60172,24537,9711,6.951,0.142,41.97985,-88.089628,0.7326866019933415,-1.5374540454569876
z60173,60173,12217,6548,6.125,0.004,42.051556,-88.055522,0.7339381077867765,-1.5368587834623022
z60174,60174,30752,12907,14.005,0.44,41.930757,-88.298737,0.73182976750366,-1.5411036860025402
z60175,60175,25564,8150,34.231,0.28,41.948188,-88.388701,0.7321339958455751,-1.5426738540108045
z60176,60176,11795,4700,2.649,0.0,41.958125,-87.868886,0.7323074292133458,-1.5336013707595502
z60177,60177,22659,7722,8.544,0.324,41.988481,-88.310167,0.7328372413610812,-1.5413031771360433
z60178,60178,21840,9022,69.328,0.549,42.006791,-88.670669,0.7331568111471213,-1.547595123996068
z60180,60180,1694,651,21.664,0.0,42.225262,-88.524527,0.7369698494172459,-1.5450444649206183
z60181,60181,28836,11567,6.593,0.082,41.876897,-87.976328,0.7308897331685358,-1.5354765874144778
z60184,60184,2448,897,8.118,0.285,41.951502,-88.25317,0.7321918360569861,-1.540308391822284
z60185,60185,36527,11142,30.336,0.802,41.896691,-88.211014,0.7312352036406755,-1.5395726308228135
z60187,60187,29016,10074,6.623,0.094,41.87272,-88.112442,0.73081683076568,-1.5378522248725375
z60188,60188,42656,15967,10.099,0.314,41.915737,-88.129434,0.7315676190500104,-1.5381487912190364
z60189,60189,30472,12340,10.191,0.351,41.839981,-88.117716,0.7302454274218696,-1.5379442735372877
z60190,60190,10663,3999,4.645,0.078,41.871796,-88.157034,0.7308007039233917,-1.5386305020925866
z60191,60191,14310,5725,5.603,0.134,41.966306,-87.980851,0.7324502145994515,-1.5355555286565457
z60192,60192,16343,5520,10.548,0.081,42.063272,-88.203662,0.7341425905619402,-1.5394443142162066
z60193,60193,39188,16649,9.138,0.029,42.009666,-88.096644,0.7332069893631162,-1.5375764977573072
z60194,60194,19777,8476,3.62,0.069,42.03482,-88.110285,0.7336460094831629,-1.537814578120572
z60195,60195,4769,2528,1.978,0.0,42.074962,-88.086284,0.7343466195514984,-1.5373956816468008
z60201,60201,43125,18268,4.725,0.98,42.05614,-87.69224,0.7340181136796881,-1.5305183164490723
z60202,60202,31361,14913,3.055,0.562,42.030355,-87.685549,0.7335680805320612,-1.530401536468821
z60203,60203,4523,1763,0.682,0.0,42.049045,-87.717453,0.7338942825692589,-1.5309583663133777
z60301,60301,2539,1764,0.155,0.0,41.888545,-87.798933,0.7310930291198081,-1.5323804605879026
z60302,60302,32108,15670,3.013,0.0,41.894611,-87.789713,0.731198900792234,-1.5322195412308688
z60304,60304,17231,7085,1.533,0.0,41.872389,-87.789483,0.7308110537258559,-1.532215526973589
z60305,60305,11172,4176,2.475,0.002,41.894875,-87.819064,0.7312035084614594,-1.5327318128196215
z60401,60401,7797,3203,56.752,0.005,41.343959,-87.6164,0.7215882103595422,-1.5291946587443597
z60402,60402,63448,23339,5.272,0.059,41.835216,-87.791373,0.7301622624830122,-1.5322485136964517
z60403,60403,17529,7649,6.551,0.008,41.553739,-88.134185,0.725249562064376,-1.5382317118117987
z60404,60404,17395,6372,15.612,0.181,41.513049,-88.223977,0.7245393875917395,-1.5397988778537492
z60406,60406,25460,9559,5.553,0.093,41.654945,-87.681952,0.7270159399871493,-1.530338756975627
z60407,60407,1684,664,11.989,0.141,41.234907,-88.261302,0.7196848939036574,-1.5404503219970562
z60408,60408,5696,2202,7.53,0.208,41.263739,-88.215536,0.7201881072335925,-1.5396515546115885
z60409,60409,37186,15708,7.447,0.124,41.613641,-87.552122,0.7262950491929057,-1.5280727960077627
z60410,60410,12687,4258,24.807,2.387,41.4236,-88.201907,0.7229782080291232,-1.5394136836878343
z60411,60411,58136,21400,31.734,0.21,41.508774,-87.590314,0.7244647747662167,-1.5287393721556846
z60415,60415,14139,5849,2.295,0.0,41.702948,-87.77883,0.7278537503879842,-1.5320295970483742
z60416,60416,9397,3825,22.335,1.031,41.293908,-88.283101,0.7207146556156266,-1.5408307863206985
z60417,60417,15547,6426,38.969,0.038,41.427585,-87.586149,0.723047759399815,-1.5286666791923391
z60419,60419,22788,8640,4.201,0.053,41.629147,-87.59949,0.7265656799467198,-1.5288995235678475
z60420,60420,6102,2173,100.548,0.103,41.088287,-88.41697,0.7171258921543834,-1.543167241137051
z60421,60421,3968,1570,40.794,0.154,41.431182,-88.09971,0.7231105388930094,-1.5376300095521735
z60422,60422,9403,3668,4.215,0.0,41.536964,-87.684139,0.7249567830823539,-1.5303769273263683
z60423,60423,30423,10540,36.46,0.003,41.477368,-87.832416,0.7239166366613354,-1.5329648491813477
z60424,60424,2440,1017,51.586,0.323,41.164148,-88.327716,0.7184499163782386,-1.5416094649664756
z60425,60425,9117,3578,4.786,0.0,41.545576,-87.611726,0.7251070908375357,-1.5291130820551215
z60426,60426,29594,11405,7.705,0.0,41.610343,-87.653394,0.7262374882341749,-1.5298403258478426
z60428,60428,12203,4278,5.195,0.0,41.5998,-87.690565,0.7260534781711371,-1.5304890821841015
z60429,60429,15630,6054,3.909,0.021,41.574029,-87.683706,0.7256036893696057,-1.530369370050707
z60430,60430,20094,8276,6.801,0.049,41.55888,-87.664442,0.7253392894412211,-1.5300331498236028
z60431,60431,22577,8110,13.626,0.045,41.509668,-88.180211,0.7244803780097295,-1.5390350170533214
z60432,60432,21403,6810,8.383,0.089,41.541747,-88.034728,0.7250402621804769,-1.5364958596976426
z60433,60433,17160,6163,12.986,0.035,41.499502,-88.043681,0.7243029478379718,-1.5366521190255737
z60435,60435,48899,19611,10.708,0.049,41.54859,-88.128928,0.7251596950611907,-1.5381399598530212
z60436,60436,18315,6926,15.066,0.95,41.486888,-88.129295,0.7240827920061254,-1.538146365211376
z60437,60437,187,87,19.211,0.003,41.162929,-88.560435,0.718428640814657,-1.5456711777484244
z60438,60438,28884,11963,7.946,0.058,41.566242,-87.550204,0.7254677805807529,-1.5280393205927094
z60439,60439,22919,8533,30.428,1.316,41.676397,-87.98177,0.7273903480182872,-1.5355715682323714
z60440,60440,52911,17217,16.077,0.187,41.7006,-88.075006,0.7278127700571474,-1.537198843413761
z60441,60441,36869,12655,28.1,0.548,41.592639,-88.050043,0.7259284951434017,-1.5367631568725857
z60442,60442,9924,3462,68.327,0.0,41.392698,-87.963468,0.7224388663836718,-1.5352521380726716
z60443,60443,21145,8209,11.562,0.052,41.502184,-87.748201,0.7243497575685104,-1.5314950201517807
z60444,60444,1761,723,47.182,0.561,41.243115,-88.402732,0.7198281505286612,-1.5429187411581518
z60445,60445,26057,10811,6.916,0.063,41.63439,-87.736395,0.726657187559402,-1.5312889665802905
z60446,60446,39807,12670,17.257,0.261,41.632017,-88.1062,0.7266157708962521,-1.537743281420628
z60447,60447,13709,4787,68.138,0.333,41.487239,-88.322166,0.7240889181117998,-1.5415125991929899
z60448,60448,24423,8534,18.153,0.014,41.537785,-87.892451,0.7249711122355128,-1.5340126575977826
z60449,60449,9217,3539,48.591,0.065,41.417545,-87.778882,0.7228725283429148,-1.532030504619585
z60450,60450,20332,8685,157.347,8.826,41.366374,-88.434609,0.7219794259113768,-1.5434750997638098
z60451,60451,34063,11553,25.516,0.074,41.507651,-87.96109,0.7244451747187168,-1.535210634143059
z60452,60452,27969,10663,9.304,0.063,41.608007,-87.75349,0.7261967173428483,-1.531587330615919
z60453,60453,56855,23586,8.457,0.0,41.713436,-87.75256,0.7280368005199334,-1.5315710990538753
z60455,60455,16446,5894,4.357,0.0,41.742076,-87.808642,0.7285366628177045,-1.5325499146049788
z60456,60456,4349,1935,0.479,0.0,41.731248,-87.731134,0.7283476785662987,-1.5311971448083428
z60457,60457,14049,5487,2.897,0.0,41.724664,-87.828043,0.7282327660883472,-1.532888525933158
z60458,60458,14428,5838,2.872,0.049,41.753399,-87.826946,0.7287342864489079,-1.5328693796712638
z60459,60459,28929,9717,4.196,0.0,41.744431,-87.768577,0.7285777653215889,-1.531850648440167
z60460,60460,1522,654,96.189,0.029,40.998479,-88.536714,0.7155584468597523,-1.545257168196559
z60461,60461,4836,1999,2.78,0.004,41.522116,-87.700733,0.7246976365950177,-1.530666547262444
z60462,60462,38723,15656,15.686,0.372,41.625307,-87.83293,0.7264986593034433,-1.532973820173703
z60463,60463,14671,5853,5.378,0.125,41.662446,-87.789969,0.7271468571343415,-1.5322240092737538
z60464,60464,9620,4030,7.748,0.375,41.66284,-87.860756,0.7271537337315943,-1.5334594754913629
z60465,60465,17495,7637,4.748,0.003,41.698023,-87.829143,0.7277677929223235,-1.53290772455493
z60466,60466,22115,9897,6.409,0.026,41.477816,-87.683188,0.7239244557363843,-1.5303603292451817
z60467,60467,26046,9593,14.551,0.407,41.601621,-87.889096,0.726085260616816,-1.5339541018013783
z60468,60468,6116,2377,72.264,0.068,41.335283,-87.810291,0.7214367855936391,-1.532578695084344
z60469,60469,5930,1866,0.949,0.0,41.628359,-87.687037,0.7265519267522142,-1.5304275069680908
z60470,60470,616,260,37.132,0.0,41.16897,-88.641026,0.7185340761547699,-1.547077756045899
z60471,60471,14101,5574,4.799,0.012,41.478971,-87.734059,0.723944614289245,-1.5312481956889636
z60472,60472,5390,2060,1.654,0.06,41.643075,-87.708082,0.7268087694049378,-1.5307948115091732
z60473,60473,22439,7893,8.509,0.016,41.597379,-87.59915,0.7260112237499462,-1.5288935894483906
z60474,60474,760,342,3.303,0.683,41.180025,-88.266368,0.7187270223035779,-1.5405387403769624
z60475,60475,9870,4248,4.819,0.003,41.47254,-87.627508,0.7238323721650491,-1.5293885299176713
z60476,60476,2391,1059,3.376,0.081,41.569482,-87.601707,0.7255243292485175,-1.5289382175173643
z60477,60477,38161,16328,12.76,0.012,41.572143,-87.78925,0.725570772459913,-1.5322114603564319
z60478,60478,16833,6170,5.196,0.018,41.563453,-87.725409,0.7254191033479147,-1.5310972247086663
z60479,60479,760,290,40.805,0.056,41.232384,-88.526396,0.7196408592466297,-1.545077085124338
z60480,60480,5246,2288,5.837,0.269,41.729244,-87.88131,0.7283127021680887,-1.5338182104658178
z60481,60481,11851,5735,109.987,4.828,41.285227,-88.114298,0.720563143583261,-1.5378846181834545
z60482,60482,11063,4708,2.441,0.013,41.687843,-87.789946,0.7275901184044704,-1.5322236078480258
z60484,60484,6829,2605,6.729,0.002,41.443615,-87.708354,0.7233275356789097,-1.5307995588047385
z60487,60487,26928,9057,8.61,0.025,41.56273,-87.834416,0.7254064846174229,-1.5329997557663877
z60490,60490,20463,5926,9.438,0.02,41.66932,-88.145399,0.7272668310671235,-1.5384274330341172
z60491,60491,22743,7919,25.445,0.049,41.602549,-87.962887,0.7261014572722745,-1.5352419977097174
z60501,60501,11626,3896,4.837,0.375,41.780204,-87.823462,0.7292021219549049,-1.5328085724001244
z60502,60502,21873,8200,10.46,0.157,41.790651,-88.259738,0.7293844565018607,-1.540423025047555
z60503,60503,16717,5441,3.331,0.008,41.712127,-88.25518,0.7280139541600248,-1.540343472940249
z60504,60504,37919,14382,8.878,0.211,41.747452,-88.238622,0.7286304917182918,-1.540054481322704
z60505,60505,76573,23262,11.165,0.177,41.764527,-88.294658,0.7289285066880699,-1.5410324940223514
z60506,60506,53013,18743,18.718,0.325,41.765385,-88.362227,0.7289434816130519,-1.5422117955446315
z60510,60510,28897,11046,25.926,0.934,41.841141,-88.306602,0.7302656732411927,-1.5412409561482097
z60511,60511,1793,693,29.825,0.014,41.758993,-88.551993,0.7288319201672644,-1.545523837052971
z60512,60512,1111,429,7.937,0.0,41.701578,-88.439805,0.7278298393772318,-1.5435657870717436
z60513,60513,19047,7816,3.157,0.007,41.825059,-87.847546,0.7299849893908871,-1.5332289174971745
z60514,60514,9708,3967,2.032,0.013,41.795689,-87.962155,0.7294723861895763,-1.5352292218995927
z60515,60515,27503,12117,11.268,0.115,41.810554,-88.022796,0.7297318293828853,-1.5362876070112945
z60516,60516,29084,11969,7.908,0.125,41.761302,-88.013394,0.728872219819693,-1.5361235111550222
z60517,60517,32038,12971,8.692,0.188,41.740329,-88.042149,0.7285061719156722,-1.536625380581433
z60518,60518,3580,1538,133.937,0.223,41.598864,-88.919706,0.7260371418893384,-1.551941639605357
z60519,60519,88,36,0.062,0.0,41.777821,-88.24261,0.7291605307588299,-1.5401240850532734
z60520,60520,2886,1155,44.921,0.159,41.787267,-88.667548,0.7293253945599733,-1.547540652270113
z60521,60521,17597,6308,4.712,0.114,41.800683,-87.928172,0.7295595479324208,-1.5346361066598877
z60523,60523,9890,4751,8.922,0.339,41.83661,-87.953472,0.7301865923727849,-1.535077674960642
z60525,60525,31168,13095,12.605,0.014,41.78443,-87.868952,0.7292758795690942,-1.5336025226768564
z60526,60526,13576,5837,2.746,0.0,41.831794,-87.873995,0.7301025373160088,-1.5336905396310345
z60527,60527,27486,12151,14.479,0.362,41.742624,-87.93236,0.7285462272220055,-1.5347092010489611
z60530,60530,649,253,28.12,0.022,41.796909,-88.95298,0.7294936792064506,-1.5525223804606656
z60531,60531,1902,786,58.264,0.048,41.617322,-88.77964,0.7263592947626716,-1.5494970267352586
z60532,60532,27066,12481,8.928,0.266,41.789443,-88.083984,0.7293633729244967,-1.537355539074005
z60534,60534,10649,4340,1.698,0.029,41.813241,-87.82189,0.7297787263798863,-1.5327811358242827
z60536,60536,126,48,0.759,0.0,41.597542,-88.549957,0.7260140686366271,-1.5454883021494004
z60537,60537,665,241,0.661,0.059,41.560516,-88.604224,0.7253678430277836,-1.5464354399745803
z60538,60538,26619,9324,10.09,0.103,41.726871,-88.338195,0.7282712855049389,-1.5417923580187922
z60539,60539,341,6,0.75,0.018,41.82724,-88.336209,0.730023055021873,-1.5417576957798476
z60540,60540,42910,16130,13.191,0.21,41.76467,-88.145428,0.7289310025089002,-1.5384279391796003
z60541,60541,3148,1189,84.35,0.338,41.513357,-88.532418,0.7245447632058356,-1.5451821888518933
z60542,60542,17099,6233,9.426,0.235,41.809609,-88.352556,0.7297153360214539,-1.5420430047526712
z60543,60543,36156,12624,42.664,0.416,41.664136,-88.317818,0.7271763531987001,-1.5414367122771133
z60544,60544,25959,9812,23.335,1.525,41.613637,-88.218719,0.7262949793797355,-1.5397071084416794
z60545,60545,12940,4691,37.85,0.336,41.679761,-88.532995,0.7274490608943243,-1.5451922594016771
z60546,60546,15668,6708,3.872,0.019,41.837923,-87.821859,0.7302095085458636,-1.5327805947722148
z60548,60548,12218,4918,40.454,0.379,41.649149,-88.638131,0.7269147807037039,-1.5470272287640539
z60549,60549,643,255,23.771,0.245,41.502537,-88.739635,0.7243559185807698,-1.5487988077679984
z60550,60550,1440,588,44.471,0.59,41.781386,-88.863296,0.7292227517466635,-1.5509570993743071
z60551,60551,5062,1514,57.687,0.647,41.524826,-88.687688,0.7247449350177468,-1.5478921615814647
z60552,60552,4448,1842,27.133,0.285,41.666888,-88.706507,0.7272243846597151,-1.5482206150933975
