zid,z_id,z_pop,z_house_unit,z_land,z_water,z_lat_d,z_long_d,z_lat_r,z_long_r
z60553,60553,782,314,51.411,0.044,41.82706,-89.033728,0.7300199134292195,-1.5539316989250658
z60554,60554,11796,4371,35.686,0.095,41.776684,-88.457062,0.7291406863652348,-1.5438669785407602
z60555,60555,13538,5272,6.879,0.243,41.822167,-88.180773,0.7299345144689193,-1.5390448258037177
z60556,60556,2007,814,52.324,0.115,41.762918,-88.771142,0.7289004243404051,-1.549348708655424
z60557,60557,155,63,0.672,0.089,41.448102,-88.760078,0.7234058486024467,-1.5491556054269833
z60558,60558,12960,4584,3.525,0.0,41.805603,-87.901039,0.729645418131619,-1.534162546473944
z60559,60559,24852,10847,4.887,0.093,41.794371,-87.97286,0.7294493827500349,-1.5354160593960187
z60560,60560,22415,8403,77.879,0.726,41.60822,-88.429346,0.7262004348941551,-1.5433832430852774
z60561,60561,23115,9587,6.247,0.11,41.745663,-87.981494,0.7285992677779736,-1.535566751123636
z60563,60563,35922,16086,15.162,0.453,41.789996,-88.204404,0.7293730245952603,-1.5394572645592564
z60564,60564,41312,13153,16.081,0.157,41.70743,-88.19482,0.7279319760450587,-1.5392899922037455
z60565,60565,40524,13942,12.465,0.137,41.730729,-88.124336,0.7283386203074806,-1.5380598143337696
z60585,60585,22311,6761,16.031,0.229,41.657058,-88.225243,0.727052818794244,-1.5398209737220796
z60586,60586,46251,13808,17.521,0.151,41.571405,-88.237756,0.7255578919300333,-1.5400393667713816
z60601,60601,11110,8594,0.386,0.0,41.88531,-87.622129,0.731036567718506,-1.5292946486572065
z60602,60602,1204,791,0.087,0.0,41.883073,-87.629149,0.7309975247031391,-1.5294171707706965
z60603,60603,493,749,0.145,0.0,41.880188,-87.625509,0.7309471719542189,-1.5293536407859238
z60604,60604,570,496,0.093,0.0,41.878095,-87.628461,0.7309106422129747,-1.5294051629054428
z60605,60605,24668,14805,1.245,0.784,41.867566,-87.617228,0.7307268764960322,-1.5292091100705663
z60606,60606,2308,2022,0.255,0.0,41.882066,-87.637349,0.7309799492375715,-1.52956028776936
z60607,60607,23897,13356,2.32,0.0,41.874932,-87.651596,0.7308554374487342,-1.5298089448278918
z60608,60608,82739,28852,6.352,0.176,41.846223,-87.672388,0.7303543708737791,-1.5301718336859662
z60609,60609,64906,24656,7.758,0.019,41.81268,-87.656935,0.7297689350827826,-1.5299021279566558
z60610,60610,37726,26614,1.173,0.44,41.906844,-87.631939,0.7314124069196305,-1.5294658654568272
z60611,60611,28718,24211,0.809,0.596,41.8957,-87.613775,0.7312179074277882,-1.5291488438514949
z60612,60612,33472,15513,3.747,0.0,41.88032,-87.687749,0.7309494757888315,-1.530439933712365
z60613,60613,48281,29976,2.176,0.43,41.956949,-87.654272,0.7322869041413423,-1.529855649838675
z60614,60614,66617,37951,3.166,0.287,41.922714,-87.649577,0.7316893906719221,-1.5297737066302939
z60615,60615,40603,23192,2.213,0.642,41.801647,-87.596288,0.7295763729064101,-1.5288436381251986
z60616,60616,48433,25198,4.047,0.572,41.844883,-87.624032,0.7303309834618024,-1.5293278622728719
z60617,60617,84155,33392,13.865,1.511,41.718197,-87.552739,0.7281198956456209,-1.5280835646892477
z60618,60618,92084,39547,5.061,0.0,41.946962,-87.702548,0.7321125981089457,-1.5306982249883676
z60619,60619,63825,31893,6.021,0.0,41.74369,-87.605526,0.7285648324318318,-1.5290048716414977
z60620,60620,72216,29936,7.087,0.004,41.740497,-87.652558,0.7285091040688155,-1.529825734895296
z60621,60621,35912,16904,3.729,0.0,41.776382,-87.639571,0.7291354154708937,-1.5295990689853394
z60622,60622,52548,26433,2.453,0.014,41.902172,-87.683337,0.7313308651369774,-1.530362929785767
z60623,60623,92108,30931,5.356,0.098,41.848897,-87.717661,0.7304010409779774,-1.5309619965982217
z60624,60624,38105,16693,3.535,0.005,41.880504,-87.724444,0.7309526871946553,-1.5310803822813845
z60625,60625,78651,32255,3.897,0.011,41.973292,-87.700351,0.7325721433009958,-1.5306598801047013
z60626,60626,50139,25517,1.705,0.46,42.010019,-87.667095,0.7332131503753757,-1.5300794534086584
z60628,60628,72202,28651,10.919,0.075,41.690875,-87.615773,0.727643036787391,-1.5291837155299497
z60629,60629,113916,34000,6.811,0.062,41.775868,-87.711496,0.7291264444785385,-1.530854397049836
z60630,60630,54093,22195,4.774,0.001,41.972071,-87.756569,0.7325508328308289,-1.5316410693035876
z60631,60631,28641,12650,3.72,0.0,41.994855,-87.813003,0.7329484886476033,-1.5326260284136581
z60632,60632,91326,27057,7.427,0.048,41.810166,-87.713252,0.7297250575053875,-1.5308850450315012
z60633,60633,12927,5182,10.271,1.935,41.663809,-87.56147,0.7271706459720462,-1.5282359493862392
z60634,60634,74298,27449,7.113,0.009,41.946189,-87.806117,0.7320991067138277,-1.5325058450413658
z60636,60636,40916,15300,3.912,0.0,41.775739,-87.669064,0.7291241930038034,-1.5301138189416301
z60637,60637,49503,24632,4.505,0.738,41.781621,-87.599876,0.7292268532704057,-1.5289062605387602
z60638,60638,55026,21397,11.101,0.0,41.781442,-87.770534,0.7292237291310446,-1.5318848045336286
z60639,60639,90407,28183,4.877,0.0,41.920553,-87.756056,0.7316516741067864,-1.531632115764525
z60640,60640,65790,37598,2.407,0.252,41.972872,-87.662604,0.7325648129181375,-1.5300010706719513
z60641,60641,71663,27072,4.042,0.0,41.946606,-87.746787,0.7321063847368086,-1.5314703411961577
z60642,60642,18480,9910,1.702,0.032,41.902042,-87.658544,0.7313285962089499,-1.5299302103043202
z60643,60643,49952,19525,7.346,0.013,41.700273,-87.663267,0.7278070628304935,-1.530012642204892
z60644,60644,48648,19620,3.504,0.009,41.880084,-87.756373,0.7309453568117967,-1.5316376484582537
z60645,60645,45274,17528,2.258,0.0,42.008558,-87.694735,0.7331876511150041,-1.5305618624139095
z60646,60646,27177,11443,4.572,0.0,41.993019,-87.759627,0.7329164444025367,-1.5316944414721136
z60647,60647,87291,38453,4.047,0.012,41.921215,-87.701028,0.7316632281864346,-1.5306716959837374
z60649,60649,46650,26343,2.93,0.995,41.76342,-87.565879,0.7289091858932503,-1.5283129009529595
z60651,60651,64267,23199,3.496,0.0,41.902095,-87.74085,0.7313295212334534,-1.5313667209984667
z60652,60652,40959,13394,5.017,0.0,41.74794,-87.714807,0.7286390089250415,-1.5309121849013698
z60653,60653,29908,15989,2.333,0.655,41.819962,-87.605984,0.7298960299589128,-1.529012865249472
z60654,60654,14875,11859,0.608,0.0,41.892289,-87.637271,0.7311583742470028,-1.5295589264125433
z60655,60655,28550,11036,4.406,0.0,41.694781,-87.703779,0.7277112093479738,-1.5307197099914598
z60656,60656,27613,12660,3.269,0.0,41.97428,-87.827131,0.7325893871540055,-1.5328726085303797
z60657,60657,65996,41483,2.273,0.782,41.940293,-87.646857,0.73199620210113,-1.5297262336746396
z60659,60659,38104,14198,2.027,0.001,41.991488,-87.703986,0.7328897234116886,-1.5307233228230115
z60660,60660,42752,23645,1.275,0.23,41.99111,-87.663076,0.7328831260671161,-1.5300093086260207
z60661,60661,7792,5866,0.297,0.0,41.883026,-87.644098,0.7309967043983906,-1.5296780800405771
z60706,60706,23134,9669,2.958,0.0,41.964257,-87.816242,0.7324144528030782,-1.5326825596281302
z60707,60707,42920,16901,3.608,0.0,41.921854,-87.807282,0.731674380840355,-1.5325261781271515
z60712,60712,12590,4640,2.66,0.0,42.005432,-87.733239,0.7331330921225867,-1.5312338839890973
z60714,60714,29931,12623,6.364,0.0,42.028055,-87.81096,0.7335279379592655,-1.53259037133704
z60803,60803,22285,9288,7.555,0.146,41.673552,-87.735958,0.727340693401068,-1.531281339491459
z60804,60804,84573,24986,7.664,0.144,41.838036,-87.75987,0.7302114807679184,-1.531698682622196
z60805,60805,19852,7559,3.407,0.0,41.722005,-87.702442,0.7281863577835368,-1.5306963749393607
z60827,60827,27946,11457,7.012,0.475,41.649434,-87.633572,0.726919754892072,-1.5294943666835121
z60901,60901,37157,14895,95.746,2.038,41.109505,-87.897917,0.7174962161150714,-1.5341080572946968
z60910,60910,538,226,0.501,0.111,41.080546,-87.80953,0.7169907862169864,-1.5325654131287363
z60911,60911,1372,597,64.182,0.059,40.880243,-87.976584,0.7134948393653643,-1.535481055457363
z60912,60912,599,268,35.537,0.011,40.973619,-87.603476,0.7151245580077065,-1.528969092391832
z60913,60913,1617,631,45.871,0.0,41.146985,-88.061778,0.718150365518719,-1.536967971260307
z60914,60914,29107,10589,48.799,0.354,41.187368,-87.861802,0.7188551818305517,-1.5334777316353387
z60915,60915,10774,4466,3.169,0.031,41.146304,-87.861046,0.7181384798265129,-1.533464536946194
z60917,60917,574,217,36.969,0.006,41.047493,-88.186315,0.7164139025393248,-1.539141551950863
z60918,60918,898,407,50.706,0.058,40.59497,-88.02567,0.7085158862483225,-1.5363377677739969
z60919,60919,558,238,34.857,0.004,40.987875,-88.237518,0.7153733721458708,-1.5400352128877617
z60920,60920,178,73,1.969,0.0,41.029257,-88.30497,0.7160956242969311,-1.5412124723748168
z60921,60921,1519,716,71.568,0.064,40.731456,-88.297018,0.7108980163311994,-1.5410736837926984
z60922,60922,2459,1045,53.145,0.207,41.003226,-87.917188,0.7156412976393444,-1.5344443996948485
z60924,60924,1635,780,72.595,0.041,40.551009,-87.886524,0.7077486220558532,-1.5339092119330167
z60926,60926,67,35,2.764,0.0,40.566351,-87.823657,0.7080163904696942,-1.5328119757921657
z60927,60927,2404,950,73.428,0.235,40.938489,-87.972776,0.7145114238414808,-1.535414593319447
z60928,60928,709,320,11.038,0.0,40.74166,-87.849011,0.711076109728073,-1.5332544865707163
z60929,60929,730,355,39.266,0.0,40.874974,-88.289163,0.7134028779670767,-1.5409365881799544
z60930,60930,918,372,44.086,0.0,40.829913,-88.002574,0.7126164151528355,-1.5359346665299562
z60931,60931,615,258,46.096,0.012,40.889327,-87.588141,0.7136533850746154,-1.5287014461510384
z60932,60932,78,39,0.74,0.0,40.463312,-87.805561,0.7062180206617319,-1.5324961410107245
z60933,60933,302,137,2.023,0.0,40.464728,-88.271912,0.70624273452394,-1.540635501430693
z60934,60934,273,128,32.363,0.028,40.958061,-88.353047,0.7148530196826812,-1.5420515743192984
z60935,60935,1064,407,18.916,0.379,41.170447,-88.175861,0.7185598546678219,-1.5389590952308598
z60936,60936,4321,1956,101.272,0.236,40.467849,-88.351997,0.7062972062498948,-1.5420332483621524
z60938,60938,2131,940,50.959,0.066,40.773028,-87.98826,0.7116235846078385,-1.5356848401008258
z60940,60940,3369,1298,75.648,0.026,41.249777,-87.642858,0.719944424363429,-1.5296564379578526
z60941,60941,2039,831,52.426,0.0,41.041988,-88.082084,0.7163178221640025,-1.5373223778182168
z60942,60942,6181,2880,115.529,0.031,40.46538,-87.661377,0.7062541140706631,-1.5299796554820293
z60945,60945,153,92,0.529,0.0,40.828189,-87.584213,0.7125863256765311,-1.5286328896180204
z60946,60946,426,195,43.536,0.0,40.916505,-88.202897,0.7141277306587225,-1.5394309624474287
z60948,60948,1533,813,47.192,0.302,40.525039,-88.081061,0.7072953600491103,-1.5373045230999693
z60949,60949,636,281,25.249,0.021,40.378337,-88.105151,0.7047349271298496,-1.5377249729167748
z60950,60950,12168,4902,76.384,0.177,41.252784,-87.884593,0.7199969064140364,-1.5338755096251606
z60951,60951,961,423,53.233,0.28,40.914602,-87.755127,0.7140945170430569,-1.5316159016557738
z60952,60952,684,307,41.076,0.043,40.562795,-88.250366,0.7079543265614934,-1.5402594527900582
z60953,60953,2469,1184,148.634,0.021,40.629577,-87.688641,0.7091198923425601,-1.530455502049293
z60954,60954,6104,2677,66.435,0.763,41.147708,-87.622516,0.7181629842492109,-1.5293014030814118
z60955,60955,1901,737,87.077,0.024,40.699506,-87.969261,0.7103403836351873,-1.5353532449962395
z60957,60957,5615,2410,99.783,0.17,40.443183,-88.13589,0.7058667033365977,-1.538261469675545
z60958,60958,2135,1059,52.214,0.0,41.064833,-87.591359,0.7167165426316207,-1.5287576108463676
z60959,60959,1082,490,55.457,0.0,40.789695,-88.181996,0.7119144786342685,-1.5390661711804696
z60960,60960,1064,473,83.084,0.031,40.438957,-87.890723,0.7057929457224086,-1.5339824983083081
z60961,60961,700,418,37.08,0.126,41.109567,-88.221504,0.7174972982192077,-1.5397557158613475
z60962,60962,524,268,40.429,0.068,40.626121,-88.187136,0.7090595737636112,-1.539155881104022
z60963,60963,1807,789,77.861,0.0,40.366679,-87.648421,0.7045314566456521,-1.5297535306241408
z60964,60964,4968,2145,74.988,0.552,41.038816,-87.744203,0.7162624603201292,-1.531425241888286
z60966,60966,1526,696,60.077,0.0,40.751503,-87.583223,0.7112479024863467,-1.5286156108584255
z60968,60968,433,207,43.28,0.021,40.672352,-88.119538,0.7098664569301006,-1.537976073436259
z60969,60969,65,30,0.253,0.0,41.110975,-88.149737,0.7175218724550758,-1.5385031454170688
z60970,60970,7190,3431,129.874,0.482,40.794942,-87.734726,0.7120060560601206,-1.5312598370350743
z60973,60973,385,187,34.719,0.0,40.541685,-87.663146,0.7075858875563973,-1.530010530356497
z60974,60974,283,112,1.376,0.0,40.719013,-87.733847,0.7106808450123737,-1.5312444955909494
z61001,61001,1179,1209,38.79,0.656,42.465816,-90.110232,0.7411683087460882,-1.5727202381359549
z61006,61006,1759,745,69.452,0.05,41.861743,-89.202103,0.7306252459736885,-1.5568703970531113
z61007,61007,534,219,26.756,0.0,42.197755,-89.589505,0.7364897616998998,-1.5636318374819225
z61008,61008,34311,12775,86.441,0.567,42.245919,-88.84113,0.7373303820808303,-1.55057022969231
z61010,61010,8032,3109,38.859,0.766,42.134991,-89.266354,0.7353943232481781,-1.5579917885508103
z61011,61011,2945,1106,38.16,0.012,42.392526,-88.897904,0.7398891569373016,-1.5515611229218371
z61012,61012,2175,808,36.275,0.089,42.401445,-88.764558,0.7400448228532871,-1.5492337961774727
z61013,61013,528,228,0.348,0.0,42.372123,-89.639278,0.7395330574100173,-1.5645005402105177
z61014,61014,1173,537,64.949,0.0,41.974687,-89.884447,0.7325964906440611,-1.5687795464843395
z61015,61015,946,402,40.975,0.052,41.996752,-89.197077,0.7329815975435137,-1.556782676804906
z61016,61016,4837,2067,28.194,0.459,42.197297,-88.947723,0.7364817680919257,-1.552430628501888
z61018,61018,1080,454,32.212,0.0,42.415263,-89.555222,0.7402859924493277,-1.5630334862544613
z61019,61019,3550,1906,36.182,0.452,42.439512,-89.410047,0.7407092173396437,-1.5604997045128786
z61020,61020,3108,1083,31.579,0.0,42.110183,-89.098207,0.7349613419673433,-1.5550570697734594
z61021,61021,23745,9926,149.831,3.29,41.827392,-89.479188,0.730025707922336,-1.5617064426109997
z61024,61024,2620,1094,62.482,0.09,42.436415,-89.297114,0.7406551644927094,-1.5585286518287236
z61025,61025,4867,2102,34.71,4.324,42.470902,-90.55626,0.7412570761918448,-1.5805048952920402
z61027,61027,52,26,0.257,0.0,42.330909,-89.757279,0.7388137374121003,-1.5665600461811633
z61028,61028,1989,1125,106.99,0.005,42.298465,-90.175881,0.7382474827895833,-1.5738660293365967
z61030,61030,2205,951,59.672,0.033,42.119648,-89.591624,0.7351265373810446,-1.5636688210087721
z61031,61031,1656,664,46.383,0.02,41.832071,-89.311588,0.7301073718780368,-1.5587812707846573
z61032,61032,31651,15028,147.992,0.165,42.318004,-89.636784,0.7385885026721305,-1.5644570116989729
z61036,61036,6821,5166,106.373,4.191,42.413614,-90.377097,0.7402572119699623,-1.5773779110442896
z61037,61037,140,58,0.168,0.0,41.789331,-89.760294,0.7293614181557344,-1.5666126678581112
z61038,61038,1354,537,42.585,0.23,42.265818,-88.737964,0.7376776851486847,-1.5487696433161975
z61039,61039,802,341,27.973,0.0,42.208868,-89.467558,0.7366837201396739,-1.5615034608189928
z61041,61041,1327,839,59.723,0.106,42.273156,-90.311245,0.737805757409196,-1.5762285768252664
z61042,61042,527,222,66.5,0.014,41.687626,-89.562791,0.7275863310399936,-1.5631655902255448
z61043,61043,131,59,1.886,0.0,42.056438,-89.105241,0.734023314760859,-1.5551798362330447
z61044,61044,232,105,12.579,0.0,42.318779,-89.915092,0.7386020289738333,-1.5693144026336132
z61046,61046,2831,2079,82.23,0.641,42.104394,-89.811739,0.7348603048569453,-1.5675105524917996
z61047,61047,1711,788,66.508,0.0,42.153152,-89.395916,0.7357112924936328,-1.5602530720362793
z61048,61048,4360,1889,83.285,0.083,42.382637,-89.841231,0.739716561327572,-1.5680252849947975
z61049,61049,585,216,20.4,0.02,42.049626,-89.008914,0.7339044229322131,-1.553498612924476
z61050,61050,376,161,9.544,0.0,42.440288,-89.734143,0.7407227610946393,-1.5661562468054222
z61051,61051,1574,730,53.836,0.0,41.982781,-89.754875,0.7327377575937176,-1.5665180884659455
z61052,61052,1148,444,27.604,0.0,42.111372,-88.999555,0.7349820939321495,-1.553335267559782
z61053,61053,2852,1424,110.397,0.014,42.120761,-89.983427,0.7351459628956193,-1.5705070733779636
z61054,61054,3973,1862,39.713,0.0,42.054974,-89.449449,0.7339977631406098,-1.5611873991447491
z61057,61057,168,57,1.695,0.0,41.8292,-89.382046,0.730057263475212,-1.5600109948690277
z61059,61059,141,69,1.666,0.0,42.453149,-89.9402,0.7409472278897382,-1.569752619902204
z61060,61060,1432,633,36.183,0.0,42.478161,-89.621909,0.7413837696422471,-1.5641973939727387
z61061,61061,7009,3310,104.832,1.923,41.997917,-89.341656,0.7330019306292993,-1.559306056384147
z61062,61062,1983,799,73.874,0.009,42.250635,-89.835749,0.7374126918083544,-1.5679296060452035
z61063,61063,4132,1719,76.405,0.442,42.319493,-89.340658,0.7386144906246926,-1.5592886379982123
z61064,61064,3868,1733,105.633,0.0,41.987852,-89.582338,0.732826263240086,-1.5635067497344317
z61065,61065,11156,3939,51.1,0.366,42.400588,-88.836952,0.7400298653815974,-1.5504973098361616
z61067,61067,811,361,30.025,0.109,42.305046,-89.478928,0.738362342907657,-1.5617019047549445
z61068,61068,14858,6074,117.583,0.157,41.945817,-89.060013,0.7320926140890103,-1.5543904587189525
z61070,61070,1130,484,34.704,0.0,42.416818,-89.473074,0.7403131323191962,-1.5615997331805327
z61071,61071,14381,6397,71.134,2.096,41.724673,-89.698867,0.72823292316798,-1.5655405644584885
z61072,61072,11797,4606,52.531,1.03,42.442353,-89.13849,0.7407588021436928,-1.5557601407560402
z61073,61073,20052,7599,27.341,0.549,42.423717,-88.993849,0.7404335425842913,-1.5532356790726631
z61074,61074,4431,2353,74.268,4.48,42.125818,-90.120321,0.7352342241958927,-1.5728963244041887
z61075,61075,958,478,50.571,0.0,42.464449,-90.258941,0.7411444500952136,-1.575315699813303
z61077,61077,73,39,0.032,0.0,42.238138,-89.357813,0.7371945780117326,-1.5595880492313916
z61078,61078,1374,619,57.409,0.0,42.165921,-89.729005,0.7359341535858198,-1.5660665717884545
z61079,61079,188,78,1.765,0.035,42.437245,-89.216208,0.740669650725501,-1.557116575744105
z61080,61080,10599,4539,25.094,0.341,42.482064,-88.988025,0.7414518898429523,-1.5531340310970267
z61081,61081,21934,9616,123.54,2.072,41.843847,-89.735295,0.7303129018507517,-1.5661763529984047
z61084,61084,3175,1211,34.774,0.383,42.124022,-89.185652,0.7352028780825267,-1.556583272937866
z61085,61085,3443,1654,129.266,0.0,42.34181,-90.032187,0.7390039957538603,-1.5713580959212359
z61087,61087,1670,800,29.759,0.0,42.480217,-89.992631,0.7414196536116681,-1.570667713482317
z61088,61088,6020,2320,55.152,0.009,42.268117,-89.262692,0.737717810268188,-1.5579278745936023
z61089,61089,867,378,42.889,0.0,42.473424,-89.819325,0.74130109339558,-1.5676429531688558
z61091,61091,63,28,0.813,0.0,41.906878,-89.52769,0.7314130003315762,-1.5625529622048022
z61101,61101,21593,9024,41.635,0.067,42.346079,-89.146087,0.7390785038596278,-1.5558927334193142
z61102,61102,20538,7474,34.428,1.086,42.228769,-89.162524,0.7370310581141133,-1.5561796131884646
