zid,mid,ddist
z12507,m92485,93.898508
z12507,m69778,65.819365
z12507,m56899,64.241082
z13039,m41914,67.914007
z13039,m86302,13.855956
z13039,m89785,51.076091
z13648,m92674,25.432723
z14741,m11350,62.270093
z15757,m1792,43.533887
z15757,m43291,54.457593
z15757,m84493,66.956474
z16111,m27766,49.368563
z16111,m97831,60.470602
z16343,m27766,70.590253
z16343,m97831,62.263258
z17372,m48664,57.589925
z17372,m97750,24.803274
z17372,m47530,58.932087
z17372,m199,71.814354
z17372,m37081,24.665329
z17372,m36190,86.425276
z17372,m31519,49.07714
z17372,m15184,38.584666
z17372,m36784,15.58896
z17372,m4843,70.891618
z17372,m94294,44.549829
z17851,m95455,51.294813
z17851,m8434,25.346974
z17851,m48664,48.694996
z17851,m47530,64.369085
z17851,m71749,75.368597
z17851,m73693,58.559885
z17851,m80227,64.659886
z17851,m37081,66.035602
z17851,m37945,44.483964
z17851,m1495,73.647399
z18437,m7732,53.91265
z18437,m25849,91.514928
z18437,m80227,71.176206
z18437,m56899,84.892354
z18955,m89263,56.411184
z18955,m25849,48.784474
z18955,m48664,71.9349
z18955,m47530,77.369413
z18955,m71749,27.567133
z18955,m88462,48.370019
z18955,m73693,47.546702
z18955,m69076,47.347863
z18955,m37945,65.030223
z18955,m1495,19.545231
z19706,m90730,50.35095
z19706,m90658,89.094687
z19706,m47530,64.106866
z19706,m71749,61.372833
z19706,m3898,90.807186
z19706,m73693,76.693361
z19706,m199,53.555983
z19706,m69076,45.435283
z19706,m24580,38.24229
z20184,m91261,74.561436
z20184,m92242,42.814339
z20184,m96103,20.893606
z20184,m31600,67.247276
z20184,m36190,45.867136
z20184,m31519,57.616644
z20184,m94294,90.711495
z20902,m91261,46.728356
z20902,m92242,20.550609
z20902,m31600,70.216187
z20902,m199,60.314638
z20902,m36190,74.480037
z20902,m31519,38.719503
z20902,m36784,60.965835
z20902,m4843,31.66259
z20902,m49594,76.517513
z20902,m94294,36.256388
z21557,m21745,17.207011
z21557,m96103,82.22605
z21557,m36190,101.382302
z21557,m89650,75.641379
z21557,m59275,82.150864
z21557,m43291,81.553726
z21607,m78364,65.288714
z21607,m90730,88.657863
z21607,m90658,127.4016
z21607,m199,75.796722
z21607,m4843,62.029001
z21607,m24580,20.429442
z21746,m21745,73.19442
z21746,m92242,70.745596
z21746,m97750,75.364248
z21746,m96103,46.382874
z21746,m36190,26.480976
z21746,m31519,30.435382
z21746,m15184,32.695931
z21746,m36784,57.435203
z21746,m94294,63.259316
z23947,m52201,66.779383
z24290,m43210,28.103998
z24290,m10351,32.96747
z24290,m59410,67.07702
z24290,m45235,10.870268
z24351,m8002,66.106438
z24351,m96670,54.108382
z24445,m75421,74.51794
z24445,m84630,79.098689
z24445,m52201,111.14218
z26050,m94726,48.34765
z26050,m766,82.902723
z26050,m13375,61.049098
z26050,m93592,22.185437
z26050,m97831,47.113607
z26050,m69697,47.1018
z26050,m58168,67.356637
z26348,m94726,68.770257
z26348,m58168,111.74056
z26348,m67672,78.033658
z26348,m89650,88.530482
z26348,m59275,65.551554
z26575,m94726,44.241008
z26575,m93592,72.266712
z26575,m69697,80.729167
z26575,m58168,65.937425
z26575,m89650,56.943699
z26575,m59275,39.476333
z27055,m96670,24.550997
z27055,m38809,42.338369
z27055,m19558,73.959328
z27055,m35164,52.394019
z27055,m38647,69.432638
z27866,m75988,52.065314
z28217,m32653,23.219399
z28217,m19558,34.752669
z28217,m15670,9.372142
z28217,m38647,64.131721
z28217,m75745,19.89382
z28393,m95833,64.877988
z28393,m42400,57.803055
z28393,m33814,36.897643
z28393,m29440,51.769541
z28537,m35380,66.299685
z28537,m61840,37.99312
z29209,m18964,18.092465
z29209,m85708,35.123007
z29322,m83548,16.132039
z29322,m35461,46.351805
z29322,m2413,69.500989
z29322,m32653,72.620894
z29322,m3358,52.622062
z29322,m38647,86.769516
z29322,m55603,42.233357
z29640,m83548,41.231707
z29640,m35461,12.408161
z29640,m2413,32.503306
z29640,m3358,67.327433
z29640,m55603,27.483869
z29717,m83548,44.335456
z29717,m35461,77.465725
z29717,m32653,43.425769
z29717,m15670,63.269258
z29717,m38647,79.178846
z29717,m55603,73.347277
z29717,m75745,32.118677
z30016,m32194,77.636602
z30016,m3817,41.331748
z30016,m3763,50.061391
z30016,m52822,59.303667
z30329,m76204,71.319121
z30329,m14185,47.606975
z30329,m32194,43.888069
z30329,m3817,0.83823
z30329,m3763,62.407416
z30735,m76204,35.631288
z30735,m15832,48.151296
z30735,m14185,36.677056
z30735,m22069,25.267438
z30735,m17722,51.964651
z31027,m52822,65.337181
z31027,m91783,59.442232
z31089,m52822,56.184383
z31089,m91783,61.477223
z31764,m901,29.120561
z31764,m91783,70.399492
z32168,m87787,36.94611
z32168,m67134,28.006442
z32168,m45451,76.444812
z32168,m67105,70.887268
z32168,m23311,19.58127
z32168,m65863,49.549382
z32168,m45937,69.189061
z32168,m48799,60.548273
z33513,m84024,33.911333
z33513,m98182,39.195473
z33513,m39758,22.583736
z33513,m86599,64.994184
z33513,m45451,79.744293
z33513,m46828,63.463747
z33513,m23311,100.322864
z33513,m96697,77.15504
z33513,m65863,66.109545
z33513,m45937,40.325748
z33513,m48799,44.861757
z33513,m64567,48.063683
z34217,m63838,63.136905
z34217,m86599,56.56342
z34217,m46828,76.97857
z34217,m79606,30.944285
z34450,m84024,34.469324
z34450,m32167,77.793188
z34450,m98182,51.242618
z34450,m39758,13.424103
z34450,m86599,70.969289
z34450,m46828,75.510891
z34450,m65863,73.457881
z34450,m45937,36.145162
z34450,m48799,41.303786
z34450,m64567,35.137298
z36527,m67807,51.486817
z36527,m68482,43.059781
z36527,m22285,10.043844
z36527,m57925,26.421324
z37601,m43210,2.560671
z37601,m10351,28.636513
z37601,m3358,70.118632
z37601,m59410,71.120904
z37601,m45235,22.923005
z37845,m45640,34.550724
z37915,m45640,11.375442
z37915,m59410,46.704123
z38548,m60733,66.010126
z38548,m61273,57.972689
z39426,m35920,62.778374
z39426,m36514,75.238109
z39426,m37594,55.894824
z39426,m62677,65.544097
z39426,m53794,54.580624
z39426,m82468,31.611638
z39834,m901,56.854221
z39834,m86464,37.605385
z40026,m19126,90.154125
z40026,m51755,19.4135
z40026,m26750,61.66612
z42036,m17317,66.676857
z42286,m9379,58.373474
z42286,m61273,64.015524
z42286,m17317,16.023299
z42370,m9379,47.380796
z42370,m28333,78.420773
z42370,m66484,38.435536
z42370,m26750,67.858705
z42784,m9379,59.836182
z42784,m51755,65.580137
z42784,m26750,29.340526
z43451,m49852,56.098013
z43451,m87868,29.367867
z43451,m58357,51.077333
z44084,m17668,54.745288
z44084,m766,74.329043
z44084,m27766,59.153295
z44084,m97831,49.24491
z44236,m17668,21.536726
z44236,m766,16.209089
z44236,m13375,33.94178
z44236,m97831,46.904826
z44236,m51364,42.827388
z45066,m16885,34.008267
z45066,m83980,45.59249
z45066,m56926,12.796518
z45066,m22528,18.963627
z45631,m15481,61.003738
z45631,m40753,43.735211
z45631,m67672,63.677498
z45831,m49852,30.269476
z45831,m31087,57.734083
z45831,m87868,66.237548
z45873,m49852,35.067705
z45873,m31087,52.346795
z45873,m87868,66.870725
z46181,m19126,21.089338
z46181,m41212,40.143065
z46181,m2386,73.848723
z46181,m8380,39.540334
z46221,m19126,44.083179
z46221,m45694,66.309005
z46221,m41212,17.625194
z46221,m60625,69.418968
z46221,m2386,51.330853
z46221,m8380,49.398388
z46241,m19126,48.378097
z46241,m45694,59.39128
z46241,m41212,14.558106
z46241,m87139,72.468037
z46241,m60625,70.220537
z46241,m2386,52.132422
z46241,m8380,53.693306
z46241,m46018,63.123235
z46524,m45694,71.148244
z46524,m56656,58.832046
z46524,m83116,43.139316
z46524,m31087,53.167005
z46524,m26794,28.951548
z46524,m7138,72.364268
z46938,m45694,30.039569
z46938,m41212,68.501824
z46938,m31087,59.98034
z46938,m60625,30.014714
z46938,m2386,38.331146
z47273,m19126,18.050833
z47273,m41212,63.089681
z47273,m51755,72.489163
z47273,m8380,53.542313
z47841,m87139,32.653056
z47841,m8380,38.961216
z47917,m15211,63.826627
z47917,m22204,41.825116
z47917,m46018,34.54016
z47917,m43885,73.74744
z47957,m45694,69.025019
z47957,m56656,48.16186
z47957,m83116,78.918491
z47957,m46018,48.638451
z47957,m43885,63.405959
z49117,m56656,11.889938
z49117,m83116,36.07619
z49117,m26794,57.115819
z49117,m7138,29.023006
z49241,m47719,55.156635
z49241,m83332,74.557087
z49241,m43723,64.423144
z49241,m42157,20.249244
z49241,m5707,45.672647
z49241,m2602,65.476989
z51601,m65269,67.93327
z53544,m6760,62.553438
z53544,m53200,52.527614
z53544,m42562,54.05743
z53544,m24823,61.894163
z55793,m24850,70.681594
z55814,m24850,7.059398
z58042,m29089,13.242663
z60142,m6760,50.389475
z60142,m75718,37.366157
z60142,m73153,74.805635
z60142,m22960,28.021355
z60142,m44506,61.629459
z60142,m76474,31.292253
z60142,m42562,62.979699
z60142,m16264,48.054984
z60954,m56656,79.748022
z60954,m16264,62.573322
z60954,m43885,14.778692
z60970,m15211,66.993756
z60970,m22204,53.201801
z60970,m46018,66.323297
z60970,m43885,32.707737
z61616,m8407,44.293824
z61616,m68509,3.526282
z61727,m83899,47.250308
z61727,m15211,40.845214
z61727,m8407,25.847177
z61727,m68509,64.597749
z61727,m22717,21.917626
z62363,m1765,82.537978
z62624,m83899,59.828725
z62624,m68509,67.082613
z63361,m42967,57.052439
z63361,m18937,46.515847
z63744,m13591,69.995601
z63744,m13537,19.977084
z65075,m42967,31.343827
z65075,m18937,65.103545
z66024,m43912,61.442426
z66024,m77743,7.393696
z66024,m48232,96.529393
z66411,m53848,46.420156
z68005,m49933,57.136945
z68005,m65269,13.239556
z68959,m34246,57.156208
z70448,m36514,34.942809
z70448,m62677,33.509927
z70448,m53794,12.007377
z70448,m5680,68.478834
z70448,m82468,18.617524
z71823,m87193,31.96147
z72060,m50392,67.961231
z72060,m19801,67.649303
z72641,m29494,85.251506
z73139,m65080,11.689235
z73139,m63433,16.543387
z74445,m88948,49.076518
z74941,m30925,31.03252
z75067,m22042,21.354664
z75067,m52687,27.677737
z75067,m81631,64.569166
z75067,m23500,9.28515
z75090,m22042,71.7081
z75090,m52687,34.661328
z75090,m81631,10.270023
z75090,m23500,67.611399
z76667,m91027,45.488721
z77201,m46801,55.286502
z77201,m87220,34.58987
z77201,m19755,27.064444
z77201,m40429,3.26717
z77451,m46801,59.103585
z77451,m87220,74.138904
z77451,m19755,74.199177
z77451,m40429,48.576314
z77506,m46801,60.151217
z77506,m87220,30.101085
z77506,m19755,39.92372
z77506,m40429,16.459502
z78261,m79201,51.013332
z78261,m78580,18.585212
z78261,m4384,89.812992
z78402,m20287,7.06499
z85611,m88732,64.229276
z85611,m81901,29.069608
z86426,m46747,56.997758
z90755,m87490,61.955679
z90755,m12754,71.964726
z90755,m79309,57.145644
z90755,m82144,60.6421
z90755,m60799,71.621729
z90755,m51445,19.509813
z90755,m47611,88.743612
z90755,m75340,59.076245
z90755,m57709,38.456042
z91723,m87490,64.32186
z91723,m79309,55.613343
z91723,m82144,60.324579
z91723,m60799,55.98803
z91723,m51445,17.318858
z91723,m90541,60.623459
z91723,m47611,87.211311
z91723,m75340,35.822671
z91723,m57709,49.34495
z91723,m38215,66.180382
z91786,m79309,65.465805
z91786,m60799,49.709074
z91786,m51445,31.253107
z91786,m90541,45.495556
z91786,m47611,76.446676
z91786,m75340,25.161805
z91786,m57709,53.38262
z91786,m38215,59.493185
z92201,m41347,9.405074
z92201,m60799,84.973132
z92201,m38215,65.143313
z93604,m31843,64.375298
z93604,m52984,63.191586
z93618,m90946,21.920112
z93618,m31843,34.931003
z93618,m22987,56.632392
z93618,m36703,25.881974
z93618,m71074,48.39301
z93618,m52984,53.711947
z94572,m54145,77.320324
z94572,m68887,37.496023
z94572,m61057,23.415752
z94572,m85087,64.531884
z94572,m90028,6.980484
z94572,m28657,22.333323
z94572,m22420,49.14984
z94572,m19504,25.161805
z94572,m96994,57.090964
z94572,m50527,46.028692
z94572,m79498,53.362737
z94572,m89866,30.918188
z94572,m79039,63.901192
z94572,m2683,29.099434
z94572,m88273,63.946552
z94572,m78904,34.121978
z94572,m50851,67.63439
z94598,m79336,75.019387
z94598,m54145,63.494194
z94598,m68887,53.977894
z94598,m61057,39.897623
z94598,m85087,50.710724
z94598,m90028,21.716923
z94598,m28657,33.982791
z94598,m22420,60.799307
z94598,m19504,11.335675
z94598,m96994,68.740431
z94598,m50527,32.202562
z94598,m58006,80.447064
z94598,m79498,69.844607
z94598,m89866,42.567655
z94598,m79039,52.5214
z94598,m2683,19.035706
z94598,m88273,50.120422
z94598,m78904,32.200077
z94598,m50851,57.570662
z94928,m68887,9.982328
z94928,m61057,35.961236
z94928,m90028,41.841893
z94928,m28657,52.612742
z94928,m22420,79.429258
z94928,m19504,70.376501
z94928,m96994,87.370382
z94928,m79498,8.988134
z94928,m89866,61.197606
z94928,m2683,70.605166
z94928,m78904,65.21912
z95311,m58006,69.416483
z95311,m89083,64.795345
z95311,m56251,60.722878
z95311,m52984,77.447705
z95458,m79498,87.48285
z95966,m96994,86.727884
z95966,m77068,88.587648
z95966,m97939,43.169142
z95966,m16318,38.761756
z96038,m55981,65.161333
z97055,m78229,72.081544
z97055,m71317,36.220348
z98055,m9946,58.954456
z98055,m65242,50.433593
z98055,m55333,48.921797
z98055,m80389,6.640594
z98591,m65242,54.39297
z98591,m51283,31.167979
z99321,m44479,70.848122
z99321,m97507,72.507804
z99321,m93862,63.865153
z674,m3034,24.209243
z674,m79093,35.781039
z674,m78985,79.997813
z674,m35866,75.614039
z674,m70642,49.209492
z674,m30115,9.354122
z674,m55738,71.357025
z674,m97561,80.416617
z674,m631,48.309746
z674,m43453,34.950265
z674,m28981,71.234615
z2657,m9271,122.461699
z2657,m61786,95.50351
z2657,m5167,65.554661
z3055,m97291,49.377262
z3055,m53740,18.818848
z3055,m71506,64.356657
z3055,m9271,52.307027
z3055,m24607,62.429164
z3055,m61165,19.579406
z3055,m49096,24.434179
z3104,m97291,74.061854
z3104,m53740,3.871143
z3104,m71506,43.785542
z3104,m9271,52.570488
z3104,m24607,41.858049
z3104,m61165,20.080231
z3104,m49096,68.914415
z4864,m4951,72.479843
z4864,m49339,60.639615
z4953,m4951,34.086559
z6756,m62407,62.470796
z6756,m71803,74.591883
z6756,m37243,34.796165
z6756,m45262,60.603575
z6756,m22096,36.581365
z6756,m92485,28.602959
z6756,m69778,52.483496
z6756,m83926,60.145003
z6756,m10162,78.633903
z6831,m62407,47.596412
z6831,m71803,60.125741
z6831,m22096,39.797582
z6831,m92485,55.318192
z6831,m56899,68.799461
z6831,m63217,37.515907
z6831,m10162,9.636846
z6906,m62407,42.100384
z6906,m71803,77.965308
z6906,m22096,36.530412
z6906,m92485,52.273473
z6906,m56899,76.135369
z6906,m63217,41.427439
z6906,m10162,5.939066
z7601,m89263,60.355027
z7601,m71803,56.299337
z7601,m22096,70.475299
z7601,m88462,69.779364
z7601,m56899,53.550391
z7601,m63217,22.174252
z7601,m10162,44.209939
z7940,m89263,54.982651
z7940,m71803,73.173293
z7940,m25849,60.95465
z7940,m88462,53.66348
z7940,m56899,70.424347
z7940,m63217,29.614551
z7940,m1495,64.178324
z7940,m10162,71.076787
z8345,m90730,19.181729
z8345,m90658,40.135608
z8345,m3898,40.948362
z8345,m69076,64.641866
z8345,m24580,86.845323
z10035,m89263,61.433727
z10035,m71803,72.447531
z10035,m22096,65.316054
z10035,m88462,70.858064
z10035,m56899,69.698585
z10035,m63217,10.3682
z10035,m10162,39.050694
z10705,m62407,67.749344
z10705,m89263,69.423939
z10705,m71803,66.929755
z10705,m22096,56.8536
z10705,m56899,64.180809
z10705,m63217,19.684418
z10705,m10162,30.58824
z11238,m89263,57.460058
z11238,m88462,66.884395
z11238,m56899,81.70037
z11238,m63217,3.736305
z11238,m10162,49.70721
z12130,m970,27.711291
z12130,m45262,57.024477
z12130,m79633,51.81428
z12130,m69778,32.775466
z12130,m83926,79.089368
z12308,m970,9.267751
z12308,m79633,20.318838
z12308,m33598,47.411243
z12308,m69778,61.323744
z12792,m71803,66.950882
z12792,m25849,50.859853
z12792,m45262,94.0582
z12792,m80227,74.529125
z12792,m56899,44.524974
z12935,m11755,56.316114
z12981,m11755,55.554313
z13041,m41914,69.776878
z13041,m86302,15.718827
z13041,m89785,55.481612
z13165,m75664,43.093335
z13165,m41914,45.468837
z13165,m86302,49.05477
z13165,m27118,68.554641
z13320,m970,56.782142
z13320,m79633,64.395804
z13320,m89785,42.022712
z13820,m7732,65.822472
z13820,m89785,57.702393
z14004,m75664,63.627789
z14004,m11350,18.285711
z15120,m94726,65.971601
z15120,m93592,46.402758
z15120,m69697,6.9606
z15120,m58168,28.041861
z15120,m89650,52.223763
z15120,m59275,74.664584
z15120,m43291,69.72344
z15238,m94726,70.291995
z15238,m93592,50.723152
z15238,m97831,76.855539
z15238,m69697,10.334024
z15238,m58168,51.560139
z15238,m89650,58.892319
z15238,m43291,70.511339
z15314,m94726,46.945215
z15314,m93592,51.493652
z15314,m69697,30.205475
z15314,m58168,10.859083
z15314,m89650,31.463752
z15314,m59275,53.904572
z15460,m21745,79.576523
z15460,m94726,73.191313
z15460,m93592,77.73975
z15460,m69697,74.23708
z15460,m58168,42.698764
z15460,m89650,19.488686
z15460,m59275,14.463036
z15467,m94726,72.538252
z15467,m93592,77.086689
z15467,m69697,73.584019
z15467,m58168,34.684319
z15467,m89650,24.33911
z15467,m59275,14.087106
z16142,m93592,75.303975
z16142,m97831,23.298313
z16142,m69697,66.187217
z16622,m15184,59.20984
z16622,m1792,46.207026
z16622,m43291,76.131641
z16622,m84493,47.021022
z18055,m89263,84.853207
z18055,m25849,41.879176
z18055,m71749,37.976343
z18055,m88462,68.85787
z18055,m73693,46.586062
z18055,m80227,79.697069
z18055,m69076,55.522002
z18055,m37945,62.45464
z18055,m1495,12.527465
z18651,m7732,92.629046
z18651,m95455,63.568137
z18651,m8434,45.983954
z18651,m25849,62.042049
z18651,m80227,4.198605
z18651,m37945,31.73467
z18651,m1495,75.31081
z19938,m90730,76.38951
z19938,m90658,115.133247
z19938,m199,71.138924
z19938,m69076,69.820374
z19938,m4843,77.045678
z19938,m24580,12.915822
z22903,m15724,15.296295
z22903,m37162,57.20716
z22903,m84630,33.101686
z22903,m52201,67.758043
z22949,m15724,32.70898
z22949,m37162,60.0984
z22949,m84630,35.992926
z22949,m52201,43.16355
z23509,m90892,6.631895
z23509,m95411,45.823019
z24089,m8002,58.623265
z24089,m75421,53.520565
z24089,m96670,60.76451
z24089,m38809,63.851482
z24089,m11728,62.536661
z24089,m35164,50.823193
z25044,m15481,58.532545
z25044,m6139,15.126039
z26285,m59275,67.91525
z26739,m21745,43.967604
z26739,m96103,91.279428
z26739,m89650,85.355275
z26739,m59275,68.495611
z27519,m25228,23.008754
z27519,m75988,73.033484
z27519,m33814,70.580932
z27519,m11728,47.344135
z27519,m35164,74.466366
z27519,m73261,19.179243
z27519,m29440,70.875462
z27942,m90892,75.110728
z28211,m32653,27.304293
z28211,m19558,34.788088
z28211,m15670,7.793237
z28211,m38647,68.216615
z28211,m75745,25.916771
z28748,m35461,74.297975
z28748,m43210,67.183896
z28748,m3358,18.178214
z28748,m59410,87.462966
z29115,m18964,45.836689
z29115,m85708,55.976845
z29135,m18964,37.895565
z29135,m85708,43.478585
z29440,m60895,47.575285
z29440,m15508,67.646196
z29843,m18964,63.53334
z29843,m4222,56.496933
z30807,m4222,41.01547
z30807,m3763,74.890763
z31901,m19099,1.426047
z31901,m4033,35.068947
z32509,m68482,7.655914
z32509,m22285,42.937371
z32509,m31060,49.231861
z32509,m57925,64.328074
z32541,m68482,56.736782
z32541,m31060,15.273925
z32541,m67294,53.238462
z33132,m56602,34.348157
z33472,m71479,62.981563
z33472,m56602,29.571055
z34771,m87787,50.241589
z34771,m45451,15.391364
z34771,m80416,92.193465
z34771,m67105,50.679656
z34771,m46828,70.452309
z34771,m23311,66.660702
z34771,m96697,59.580798
z34771,m65863,37.297184
z34771,m48799,68.469513
z35007,m89110,65.407396
z35007,m7786,20.816556
z35094,m32113,60.143139
z35094,m2629,48.666413
z35094,m7786,21.668456
z35545,m89110,46.858223
z35961,m32113,53.775948
z35961,m76204,57.386115
z35961,m14185,83.183583
z35961,m40780,81.623941
z35961,m2629,76.160846
z36009,m24472,65.369492
z36009,m58600,68.15075
z36075,m19099,73.053368
z36075,m4033,41.960575
z36075,m58600,28.606687
z36113,m4033,61.900998
z36113,m58600,5.285383
z36314,m24472,30.628629
z36314,m67294,65.295549
z37097,m42265,70.415648
z38059,m42265,50.57713
z38119,m56116,6.731935
z38134,m56116,11.2201
z38676,m56116,46.014401
z39828,m89974,72.052961
z39828,m901,68.583845
z39828,m86464,31.881313
z42156,m9379,31.833468
z43206,m19234,7.009688
z43206,m83980,47.577771
z43206,m61705,35.584064
z43610,m23824,65.981543
z43610,m83332,71.929308
z43610,m87868,4.449639
z43610,m42157,71.292402
z43610,m2602,49.255473
z43610,m58357,22.44517
z44041,m17668,50.154597
z44041,m766,69.738353
z44041,m27766,54.42901
z44041,m97831,62.330987
z44405,m17668,69.583632
z44405,m766,50.997798
z44405,m13375,69.591088
z44405,m93592,66.771927
z44405,m97831,8.290334
z44405,m69697,69.276053
z45053,m16885,28.648319
z45053,m56926,31.249379
z45053,m22528,62.85356
z46111,m19126,39.427866
z46111,m41212,29.535637
z46111,m87139,68.42726
z46111,m2386,67.159663
z46111,m8380,32.336778
z46702,m45694,54.495496
z46702,m31087,39.965352
z46702,m60625,62.148925
z46702,m2386,70.465357
z46702,m26794,77.197293
z46991,m45694,45.402972
z46991,m31087,43.774358
z46991,m60625,41.19256
z46991,m2386,49.508992
z46992,m45694,39.308563
z46992,m31087,50.409359
z46992,m60625,58.218752
z46992,m2386,51.476254
z46998,m45694,18.078795
z46998,m41212,58.799113
z46998,m60625,76.286984
z46998,m2386,68.419182
z46998,m46018,35.479052
z47060,m19126,65.390619
z47060,m16885,28.520316
z47060,m56926,49.356135
z47060,m22528,67.297607
z47170,m19126,46.39033
z47170,m51755,40.574917
z47170,m8380,72.294053
z47520,m51755,78.838955
z47520,m28333,58.716471
z47520,m66484,34.568744
z47520,m26750,68.517359
z47995,m45694,63.979485
z47995,m22204,80.327761
z47995,m46018,29.017413
z47995,m43885,65.969737
z48202,m29872,64.454212
z48202,m23824,12.795276
z48202,m83332,44.216774
z48202,m87868,64.556739
z48202,m71155,57.617265
z48202,m2602,36.695697
z48202,m58357,39.886438
z48801,m56980,41.058344
z48801,m47719,53.388834
z48801,m34300,81.26106
z48801,m29872,78.074669
z48801,m77149,39.348952
z48801,m5869,58.374717
z48852,m56980,61.6481
z48852,m47719,69.665653
z48852,m34300,64.476582
z48852,m77149,59.382581
z50469,m92593,74.202905
z52248,m14752,66.816044
z52248,m41590,48.825484
z52586,m41590,72.018785
z52621,m22366,78.983114
z52621,m14752,58.230559
z52621,m41590,40.239998
z53075,m93916,14.456201
z53075,m2764,74.236459
z53075,m73153,70.027291
z53075,m81118,26.46917
z53075,m30223,32.543073
z53075,m66160,56.555342
z53075,m57466,52.430058
z53167,m6760,48.880786
z53167,m93916,63.195314
z53167,m75718,65.405532
z53167,m73153,21.238467
z53167,m44506,29.899139
z53167,m76474,32.080773
z53167,m42562,49.942088
z53167,m57466,34.002053
z53805,m24823,56.07875
z53805,m45910,72.771887
z54002,m26038,50.597013
z54002,m57628,51.525963
z54009,m57628,63.540175
z54853,m57628,77.560174
z54909,m2764,56.171334
z54909,m93025,57.81424
z54909,m30223,77.172438
z54909,m66160,57.148751
z55113,m57628,13.174312
z55711,m24850,31.297846
z55929,m75637,22.048114
z55929,m45910,54.689985
z58254,m34219,63.770083
z60110,m6760,60.785016
z60110,m75718,47.761697
z60110,m73153,71.884569
z60110,m22960,30.99151
z60110,m44506,58.699072
z60110,m76474,28.314021
z60110,m42562,73.375239
z60110,m16264,38.712047
z60131,m56656,82.178826
z60131,m73153,64.759306
z60131,m22960,57.616022
z60131,m44506,51.573809
z60131,m76474,44.538023
z60131,m16264,12.333597
z60131,m43885,66.858298
z62248,m1765,52.306406
z62248,m77770,43.868185
z62469,m15211,57.368095
z62469,m22717,56.45468
z62469,m87139,66.942183
z62617,m83899,46.832747
z62617,m68509,56.89461
z62922,m13591,22.642766
z62922,m13537,62.760355
z63116,m1765,28.101512
z63116,m77770,9.596457
z63437,m18937,64.621983
z64034,m43912,28.729718
z64034,m48232,62.925639
z64034,m48826,9.281421
z64479,m77743,56.053895
z64761,m43912,79.462812
z64761,m48826,56.846144
z65201,m42967,29.11559
z65201,m18937,7.001611
z65236,m18937,73.580291
z66439,m88084,58.67546
z66439,m77743,53.903951
z66439,m48232,66.154905
z66539,m88084,17.635757
z66539,m53848,47.405651
z66539,m48232,44.17887
z67056,m95077,35.702125
z68033,m49933,33.391866
z68033,m65269,32.285204
z68113,m49933,57.440796
z68113,m65269,15.442938
z68307,m49933,31.353769
z68307,m65269,38.290136
z70584,m46045,21.902092
z71227,m58330,28.651426
z72348,m56116,51.305377
z72752,m30925,79.52992
z72752,m29494,65.842356
z74563,m30925,54.811153
z74578,m30925,68.693207
z75159,m22042,39.750979
z75159,m52687,56.751074
z75159,m23500,56.125974
z75459,m22042,66.87321
z75459,m52687,29.826439
z75459,m81631,15.490784
z75459,m23500,62.77651
z75497,m89326,52.19518
z75497,m51256,60.432077
z75801,m89326,51.273687
z76112,m22042,21.350936
z76112,m52687,53.014769
z76112,m23500,34.780631
z76310,m95104,12.651739
z76310,m48394,65.824336
z76632,m87058,33.654707
z76632,m44992,54.883232
z76632,m91027,23.969394
z77028,m46801,62.667149
z77028,m87220,36.795117
z77028,m19755,29.873663
z77028,m40429,11.435715
z77449,m46801,76.592699
z77449,m87220,60.70548
z77449,m19755,41.104947
z77449,m40429,24.779662
z77957,m90514,29.636299
z79506,m78553,52.293978
z79506,m280,52.902922
z80525,m30628,3.168372
z80525,m16237,49.807251
z80525,m9298,47.087509
z80525,m34786,25.776341
z80525,m51175,34.967664
z80525,m46126,49.435049
z80525,m23527,62.69014
z80729,m30628,66.374871
z80729,m16237,55.599052
z80729,m34786,60.266792
z83523,m49312,45.998867
z85339,m4549,30.698844
z85339,m14401,43.436953
z85339,m69184,37.210814
z87530,m79363,60.481165
z89444,m14158,49.210113
z92252,m41347,53.769113
z92252,m38215,68.457086
z93004,m87490,24.516822
z93004,m12754,12.918307
z93004,m79309,42.020227
z93004,m82144,27.524258
z93004,m66673,3.87922
z93004,m79282,38.391419
z94503,m68887,31.241301
z94503,m61057,11.203323
z94503,m85087,68.9983
z94503,m90028,9.803373
z94503,m28657,17.126233
z94503,m22420,43.942749
z94503,m19504,34.501635
z94503,m96994,51.883873
z94503,m50527,55.368523
z94503,m79498,47.108014
z94503,m89866,25.711097
z94503,m77068,69.461221
z94503,m2683,38.566646
z94503,m88273,73.286383
z94503,m78904,46.337514
z94503,m50851,62.374483
z95227,m54145,35.451712
z95227,m85087,25.005841
z95227,m28657,60.888163
z95227,m22420,56.600702
z95227,m19504,85.56592
z95227,m96994,62.119721
z95227,m50527,64.525049
z95227,m58006,51.546469
z95227,m89866,74.029542
z95227,m77068,53.766628
z95227,m89083,63.092788
z95227,m2683,52.985564
z95227,m88273,46.878728
z95227,m50851,14.040503
z97627,m55981,57.825425
z98581,m65242,62.038943
z98581,m51283,33.593191
z783,m3034,48.923661
z783,m79093,29.580376
z783,m78985,105.833806
z783,m35866,50.659151
z783,m70642,56.910145
z783,m30115,32.51884
z783,m55738,95.593608
z783,m97561,74.002202
z783,m631,73.132904
z783,m43453,34.121356
z783,m28981,67.479047
z1229,m970,55.490312
z1229,m37243,63.010146
